Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,0.6,1.5,0.0,,,,
2,1.9,5.4,196.4,46,459,,
3,3.2,9.3,167.6,74,555,46,
4,4.5,13.5,164.8,78,569,47,
5,7.3,22.5,152.2,99,641,50,
6,8.3,25.8,158.5,88,602,21,
7,9.6,30.5,143.6,118,706,51,
8,10.9,35.1,139.5,129,743,50,
9,12.0,39.0,139.5,129,743,50,
10,13.3,43.7,135.7,140,782,48,
11,14.6,48.7,131.8,153,826,48,
12,15.9,53.7,131.4,154,830,47,
13,17.1,58.6,131.3,155,832,47,
14,18.4,63.6,131.6,154,828,47,
15,19.7,68.6,130.8,156,838,46,
16,20.8,72.7,130.8,156,838,46,
17,22.1,77.5,130.6,157,840,47,
18,23.4,82.3,131.8,153,826,48,
19,24.9,88.2,133.6,147,805,46,
20,26.2,93.0,132.8,149,814,47,
21,27.2,96.9,132.8,149,814,47,
22,28.8,103.0,130.7,157,839,43,
23,30.1,107.9,130.7,157,839,43,
24,31.6,113.9,129.1,163,859,43,
25,32.9,118.8,129.1,163,859,43,
26,34.4,124.6,130.7,157,839,45,
27,35.7,129.6,131.7,153,827,44,
28,37.0,134.5,132.6,150,816,47,
29,38.3,139.4,132.4,151,818,46,
30,39.6,144.3,130.3,158,844,45,
31,40.8,149.2,130.3,158,844,45,
32,42.1,154.3,129.9,160,849,45,
33,43.4,159.3,128.8,164,863,46,
34,44.7,164.3,129.1,163,859,45,
35,46.0,169.3,129.5,161,854,45,
36,47.6,175.3,131.5,154,829,45,
37,48.8,180.1,132.5,150,817,45,
38,50.1,184.8,132.5,150,817,45,
39,51.4,189.6,133.3,148,808,45,
40,52.9,195.3,134.5,144,795,46,
41,54.2,199.9,135.5,141,784,46,
42,55.5,204.8,135.8,140,780,45,
43,56.8,209.5,135.3,141,786,46,
44,58.1,214.4,135.0,142,789,45,
45,59.4,219.2,134.6,144,793,46,
46,60.6,224.0,134.6,144,793,46,
47,62.2,229.8,133.7,146,804,45,
48,63.4,234.5,133.8,146,802,45,
49,64.7,239.2,133.8,146,802,45,
50,66.0,243.9,134.6,144,793,44,
51,67.5,249.6,135.6,140,783,43,
52,68.8,254.5,135.4,141,785,45,
53,70.1,259.4,135.4,141,785,45,
54,71.7,265.2,134.1,145,799,43,
55,73.0,270.1,133.7,146,804,43,
56,74.3,274.9,133.7,146,804,43,
57,75.8,280.8,133.0,149,812,42,
58,77.1,285.7,133.0,149,812,42,
59,78.6,291.5,133.4,147,807,43,
