Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,0.4,1.0,0.0,,,,
2,3.4,12.9,127.2,170,885,26,
3,5.4,20.4,127.2,170,885,26,
4,7.4,28.6,130.2,159,845,25,
5,9.3,37.0,121.7,194,968,27,
6,12.4,50.0,116.3,222,1065,27,
7,14.4,58.6,116.3,222,1065,27,
8,16.4,67.2,116.2,223,1067,27,
9,18.4,76.0,115.6,227,1079,28,
10,21.4,89.0,116.4,222,1063,26,
11,23.4,97.5,116.4,222,1063,26,
12,25.4,106.1,116.0,224,1071,26,
13,28.4,119.0,118.2,212,1029,26,
14,30.4,127.3,118.2,212,1029,26,
15,32.3,135.4,120.0,203,997,26,
16,34.4,143.7,122.8,189,950,25,
17,37.4,156.2,121.6,195,969,27,
18,39.4,164.3,121.6,195,969,27,
19,41.4,172.6,121.8,194,966,28,
20,43.4,180.9,121.1,197,978,27,
21,45.4,189.5,118.9,208,1016,27,
22,48.4,202.2,118.9,208,1016,27,
23,50.4,210.6,118.9,208,1016,27,
24,52.4,219.1,117.9,214,1034,27,
25,54.4,227.3,118.6,210,1022,27,
26,56.3,235.6,122.1,192,961,27,
27,59.4,247.9,122.2,192,960,27,
28,61.4,256.1,121.7,194,968,27,
29,63.4,264.5,120.8,199,983,27,
30,65.3,272.9,120.5,200,988,27,
31,68.4,285.6,118.9,208,1016,27,
32,70.4,293.8,118.9,208,1016,27,
33,72.4,302.4,119.5,205,1005,26,
34,75.4,315.3,117.5,216,1042,26,
35,77.4,323.7,117.5,216,1042,26,
36,79.4,332.2,117.7,215,1038,26,
37,81.4,340.8,118.6,210,1022,26,
38,84.4,353.5,118.1,212,1031,27,
39,86.4,361.9,117.9,214,1034,27,
40,88.4,370.3,118.8,209,1018,26,
41,90.4,378.7,119.6,205,1004,27,
42,93.4,391.1,121.1,197,978,27,
43,95.4,399.4,120.4,201,990,27,
44,97.4,407.6,121.0,198,979,27,
45,99.4,415.9,121.7,194,968,27,
46,102.4,428.4,121.3,196,974,26,
47,104.4,436.6,121.3,196,974,26,
48,106.3,444.9,119.7,204,1002,27,
49,108.3,453.4,120.5,200,988,26,
50,111.4,466.0,120.6,200,986,27,
51,113.4,474.0,120.6,200,986,27,
52,115.4,482.3,122.3,191,958,26,
53,117.4,490.8,121.4,196,973,27,
54,120.4,503.2,119.6,205,1004,26,
55,122.3,511.5,120.6,200,986,26,
56,124.4,519.9,120.2,202,993,26,
57,127.4,532.4,121.2,197,976,26,
58,129.3,540.5,121.2,197,976,26,
59,131.3,548.9,121.6,195,969,26,
60,133.3,557.2,121.1,197,978,26,
61,136.3,569.4,121.7,194,968,27,
62,138.3,577.4,123.0,188,947,27,
63,140.3,585.6,123.5,186,939,27,
64,142.3,594.1,122.6,190,953,26,
65,145.4,606.6,119.8,204,1000,27,
66,147.3,615.1,119.1,207,1013,25,
67,150.3,627.7,118.8,209,1018,24,
68,152.3,635.9,119.5,205,1005,26,
69,155.3,648.5,120.9,198,981,25,
70,157.3,656.6,120.9,198,981,25,
71,159.3,665.1,121.0,198,979,25,
72,162.3,677.6,120.4,201,990,25,
73,164.4,685.8,120.0,203,997,25,
74,166.4,694.2,121.2,197,976,25,
75,169.4,706.7,121.1,197,978,26,
76,171.3,714.9,120.0,203,997,25,
77,174.4,727.4,122.0,193,963,26,
78,176.3,735.4,122.0,193,963,26,
79,178.4,743.5,123.0,188,947,25,
80,181.4,756.0,121.5,195,971,25,
81,183.4,764.2,121.5,195,971,25,
82,185.3,772.5,121.1,197,978,25,
83,188.3,784.9,122.1,192,961,26,
84,190.4,793.1,122.1,192,961,26,
85,192.3,801.3,121.7,194,968,26,
86,195.4,814.0,120.0,203,997,26,
87,197.4,822.2,120.0,203,997,26,
88,199.3,830.3,121.1,197,978,26,
89,201.4,838.7,122.3,191,958,26,
90,204.3,851.0,121.9,193,964,26,
91,206.3,859.3,120.4,201,990,26,
92,208.3,867.7,120.2,202,993,26,
93,211.3,880.3,120.6,200,986,27,
94,213.4,888.6,120.6,200,986,27,
95,215.3,897.0,119.0,208,1014,27,
96,217.3,905.6,118.1,212,1031,26,
97,220.3,918.4,118.1,212,1031,26,
98,222.4,926.7,118.2,212,1029,26,
99,224.3,935.2,119.0,208,1014,26,
100,227.3,948.0,118.7,209,1020,26,
101,229.3,956.2,118.7,209,1020,26,
102,231.3,964.6,119.4,206,1007,26,
103,233.3,973.0,120.3,201,991,26,
104,236.3,985.7,120.2,202,993,27,
105,238.3,994.0,118.6,210,1022,27,
106,240.3,1002.5,118.7,209,1020,26,
107,242.3,1011.0,119.1,207,1013,26,
108,245.3,1023.6,119.4,206,1007,27,
109,247.4,1031.9,119.3,206,1009,27,
110,249.3,1040.3,120.1,202,995,26,
111,252.4,1053.0,120.9,198,981,26,
112,254.4,1061.1,120.9,198,981,26,
113,256.4,1069.3,121.1,197,978,26,
114,258.4,1077.5,121.8,194,966,27,
115,260.4,1085.7,123.1,188,945,27,
116,263.4,1098.0,123.2,187,944,27,
117,265.4,1106.2,122.6,190,953,27,
118,267.4,1114.7,120.4,201,990,26,
119,270.4,1127.5,119.8,204,1000,26,
120,272.4,1135.7,119.8,204,1000,26,
121,274.4,1143.8,121.0,198,979,26,
122,276.4,1152.2,121.3,196,974,27,
123,279.4,1164.6,122.3,191,958,26,
124,281.4,1172.6,122.3,191,958,26,
125,283.4,1180.9,122.7,189,952,27,
126,285.4,1189.2,121.4,196,973,26,
127,288.4,1201.6,122.1,192,961,27,
128,290.4,1209.7,122.1,192,961,27,
129,292.4,1218.0,121.8,194,966,26,
130,294.4,1226.5,120.5,200,988,27,
131,297.4,1239.0,119.8,204,1000,26,
132,299.4,1247.1,121.1,197,978,27,
133,301.4,1255.5,121.3,196,974,27,
134,304.4,1268.4,117.7,215,1038,25,
135,306.4,1276.7,117.7,215,1038,25,
136,308.4,1285.2,118.5,210,1023,25,
137,311.4,1297.9,119.1,207,1013,25,
138,313.4,1306.2,119.2,207,1011,26,
139,316.4,1318.9,120.5,200,988,26,
140,318.4,1327.1,120.5,200,988,26,
141,320.4,1335.5,119.3,206,1009,26,
142,322.4,1344.0,119.6,205,1004,26,
143,325.4,1356.5,120.3,201,991,26,
144,327.4,1364.8,119.6,205,1004,26,
145,329.4,1373.4,119.1,207,1013,26,
146,332.4,1386.4,117.3,217,1046,26,
147,334.4,1394.7,117.3,217,1046,26,
148,336.4,1403.4,117.2,217,1048,26,
149,339.4,1416.3,117.3,217,1046,25,
150,341.4,1424.6,117.7,215,1038,26,
151,343.4,1433.1,119.1,207,1013,26,
152,346.4,1445.8,118.7,209,1020,26,
153,348.4,1454.1,118.7,209,1020,26,
154,350.4,1462.6,119.0,208,1014,26,
155,352.4,1471.2,118.4,211,1025,26,
156,355.4,1484.0,118.3,211,1027,27,
157,357.4,1492.4,117.7,215,1038,27,
158,359.4,1500.9,118.1,212,1031,27,
159,362.4,1513.8,118.5,210,1023,26,
160,364.4,1522.1,118.5,210,1023,26,
161,366.4,1530.6,118.3,211,1027,26,
162,368.4,1539.2,116.8,220,1055,26,
163,371.4,1551.9,118.5,210,1023,26,
164,373.4,1560.3,118.7,209,1020,26,
165,375.4,1569.0,118.0,213,1033,26,
166,378.4,1581.8,117.4,216,1044,26,
167,380.4,1590.2,117.0,219,1052,26,
168,382.4,1598.7,118.4,211,1025,25,
169,385.4,1611.3,119.8,204,1000,26,
170,387.4,1619.6,119.0,208,1014,26,
171,389.4,1628.1,119.6,205,1004,26,
172,391.4,1636.5,119.1,207,1013,26,
173,394.4,1649.0,120.6,200,986,26,
174,396.4,1657.3,120.1,202,995,26,
175,398.4,1665.8,119.2,207,1011,26,
176,401.4,1678.4,119.9,203,998,26,
177,403.4,1686.7,119.5,205,1005,26,
178,405.4,1695.1,119.4,206,1007,26,
179,408.4,1707.8,120.2,202,993,26,
180,410.4,1716.0,120.2,202,993,26,
181,412.4,1724.4,120.0,203,997,26,
182,415.4,1737.2,118.9,208,1016,26,
183,417.4,1745.5,118.9,208,1016,26,
184,419.4,1753.9,118.9,208,1016,26,
185,422.4,1766.7,119.6,205,1004,26,
186,424.4,1775.0,119.6,205,1004,26,
187,426.4,1783.3,118.7,209,1020,26,
188,429.4,1796.1,119.2,207,1011,26,
189,431.4,1804.3,119.2,207,1011,26,
190,433.4,1812.6,120.0,203,997,25,
191,436.4,1825.3,119.9,203,998,26,
192,438.4,1833.5,119.9,203,998,26,
193,440.4,1841.7,120.3,201,991,26,
194,442.4,1850.2,120.5,200,988,26,
195,445.4,1862.7,120.8,199,983,26,
196,447.4,1871.0,120.8,199,983,26,
197,449.4,1879.4,119.4,206,1007,26,
198,452.4,1892.3,118.8,209,1018,26,
199,454.4,1900.5,118.8,209,1018,26,
200,456.4,1908.8,119.5,205,1005,26,
201,458.4,1917.3,120.7,199,985,26,
202,461.4,1930.0,119.9,203,998,26,
203,463.4,1938.3,118.7,209,1020,26,
204,465.4,1946.8,118.8,209,1018,26,
205,468.4,1959.7,117.8,214,1036,26,
206,470.4,1968.1,117.8,214,1036,26,
207,472.4,1976.4,118.2,212,1029,27,
208,474.4,1984.9,119.5,205,1005,27,
209,477.4,1997.7,119.1,207,1013,27,
210,479.4,2005.9,119.1,207,1013,27,
211,481.4,2014.4,118.6,210,1022,26,
212,483.4,2022.9,119.4,206,1007,26,
213,486.4,2035.4,119.4,206,1007,26,
214,488.4,2043.6,120.0,203,997,27,
215,490.4,2052.0,120.9,198,981,27,
216,493.4,2065.0,117.8,214,1036,26,
217,495.4,2073.2,117.8,214,1036,26,
218,497.4,2081.7,118.4,211,1025,25,
219,500.4,2094.4,119.9,203,998,26,
220,502.4,2102.6,119.9,203,998,26,
221,504.4,2110.9,119.6,205,1004,26,
222,507.4,2123.5,121.9,193,964,26,
223,509.4,2131.5,121.9,193,964,26,
224,511.4,2139.9,122.1,192,961,26,
225,513.4,2148.3,120.3,201,991,26,
226,516.4,2160.8,120.4,201,990,27,
227,518.4,2169.0,120.4,201,990,27,
228,520.4,2177.2,120.9,198,981,26,
229,522.4,2185.6,122.0,193,963,26,
230,525.4,2197.9,121.5,195,971,26,
231,527.4,2206.2,121.5,195,971,26,
232,529.4,2214.6,120.6,200,986,27,
233,532.4,2227.2,120.2,202,993,27,
234,534.4,2235.5,120.2,202,993,27,
235,536.4,2243.9,119.7,204,1002,27,
236,538.4,2252.3,119.8,204,1000,26,
237,541.4,2264.8,120.4,201,990,27,
238,543.4,2273.0,120.4,201,990,27,
239,545.4,2281.4,120.1,202,995,26,
240,547.4,2290.0,119.7,204,1002,27,
241,550.4,2302.8,118.1,212,1031,26,
242,552.4,2311.2,117.9,214,1034,27,
243,554.4,2319.8,117.5,216,1042,26,
244,557.4,2332.7,118.5,210,1023,26,
245,559.4,2341.1,118.5,210,1023,26,
246,561.4,2349.5,118.4,211,1025,26,
247,563.4,2358.0,118.2,212,1029,26,
248,566.4,2370.8,119.3,206,1009,26,
249,568.4,2379.1,119.3,206,1009,26,
250,570.4,2387.5,118.3,211,1027,26,
251,572.4,2396.1,118.4,211,1025,27,
252,575.4,2408.7,119.4,206,1007,26,
253,577.4,2416.9,119.7,204,1002,26,
254,579.4,2425.3,120.2,202,993,26,
255,582.4,2438.1,118.9,208,1016,26,
256,584.4,2446.3,118.9,208,1016,26,
257,586.4,2454.7,119.5,205,1005,26,
258,588.4,2463.2,120.1,202,995,26,
259,591.4,2475.7,119.8,204,1000,26,
260,593.4,2484.1,119.7,204,1002,26,
261,595.4,2492.6,118.6,210,1022,27,
262,597.4,2501.0,119.1,207,1013,27,
263,600.4,2513.6,119.6,205,1004,27,
264,602.4,2521.9,119.2,207,1011,26,
265,604.4,2530.5,118.7,209,1020,27,
266,607.4,2543.3,118.9,208,1016,26,
267,609.4,2551.6,118.9,208,1016,26,
268,611.4,2560.0,118.7,209,1020,27,
269,613.4,2568.4,119.4,206,1007,27,
270,616.4,2581.0,120.4,201,990,27,
271,618.4,2589.2,120.4,201,990,27,
272,620.4,2597.6,120.9,198,981,27,
273,622.4,2606.2,118.9,208,1016,26,
274,625.4,2618.9,119.1,207,1013,26,
275,627.4,2627.1,119.1,207,1013,26,
276,629.4,2635.4,120.6,200,986,26,
277,631.4,2643.9,119.8,204,1000,27,
278,634.4,2656.7,118.8,209,1018,27,
279,636.4,2665.0,118.8,209,1018,27,
280,638.4,2673.4,119.2,207,1011,27,
281,640.4,2682.0,118.4,211,1025,27,
282,642.4,2690.7,118.1,212,1031,27,
283,645.4,2703.2,118.9,208,1016,26,
284,647.4,2711.6,119.4,206,1007,27,
285,649.4,2720.0,118.5,210,1023,27,
286,651.4,2728.6,119.2,207,1011,27,
287,654.4,2741.1,119.7,204,1002,26,
288,656.4,2749.3,120.2,202,993,27,
289,658.4,2757.8,119.4,206,1007,27,
290,660.4,2766.3,119.1,207,1013,27,
291,663.4,2778.9,119.4,206,1007,26,
292,665.4,2787.2,119.2,207,1011,27,
293,667.4,2795.6,119.6,205,1004,26,
294,670.4,2808.4,119.4,206,1007,27,
295,672.4,2816.7,119.4,206,1007,27,
296,674.4,2825.0,119.1,207,1013,26,
297,676.4,2833.4,119.8,204,1000,27,
298,679.4,2846.2,118.4,211,1025,27,
299,681.4,2854.6,118.4,211,1025,27,
300,683.4,2863.0,117.8,214,1036,27,
301,685.4,2871.4,118.8,209,1018,26,
302,688.4,2884.1,119.8,204,1000,27,
303,690.4,2892.4,119.8,204,1000,27,
304,692.4,2900.7,119.9,203,998,27,
305,694.4,2909.1,120.2,202,993,27,
306,697.4,2921.9,119.2,207,1011,27,
307,699.4,2930.3,119.2,207,1011,27,
308,701.4,2938.7,117.9,214,1034,26,
309,704.4,2951.7,117.3,217,1046,25,
310,706.4,2960.1,117.3,217,1046,25,
311,708.4,2968.5,118.0,213,1033,26,
312,711.4,2981.3,118.4,211,1025,26,
313,713.4,2989.7,118.4,211,1025,26,
314,715.4,2998.0,118.9,208,1016,26,
315,717.4,3006.5,119.8,204,1000,27,
316,720.4,3019.1,120.1,202,995,27,
317,722.4,3027.3,120.1,202,995,27,
318,724.4,3035.8,119.2,207,1011,27,
319,726.4,3044.3,119.0,208,1014,26,
320,729.4,3056.8,119.5,205,1005,26,
321,731.4,3065.2,119.6,205,1004,26,
322,733.4,3073.7,119.0,208,1014,27,
323,735.4,3082.4,118.2,212,1029,27,
324,738.4,3095.0,118.0,213,1033,27,
325,740.4,3103.3,118.7,209,1020,27,
