Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,0.9,2.5,178.2,62,512,,
2,2.1,6.6,159.0,87,599,46,
3,3.2,9.9,159.0,87,599,46,
4,4.5,14.4,147.1,110,678,52,
5,5.5,18.1,141.0,125,729,53,
6,6.6,21.9,141.0,125,729,53,
7,7.9,26.5,139.2,130,746,55,
8,8.9,29.9,139.2,130,746,55,
9,10.5,35.0,155.0,94,623,42,
10,11.5,38.5,155.0,94,623,42,
11,12.8,43.1,139.0,130,748,51,
12,13.8,47.1,139.0,130,748,51,
13,15.1,52.0,131.0,156,835,51,
14,16.4,57.1,128.1,167,873,50,
15,17.4,61.1,128.1,167,873,50,
16,18.8,66.4,126.7,172,892,48,
17,20.0,71.3,127.7,168,878,48,
18,21.3,76.4,127.4,169,882,48,
19,22.6,81.5,126.6,172,893,48,
20,23.7,85.7,126.6,172,893,48,
21,25.0,90.8,126.6,172,893,50,
22,26.0,95.0,126.6,172,893,50,
23,27.3,100.2,125.5,177,909,49,
24,28.6,105.4,124.7,180,921,49,
25,29.9,110.6,124.8,180,919,50,
26,30.9,114.8,124.8,180,919,50,
27,32.2,119.9,125.2,178,913,49,
28,33.5,125.1,125.3,178,912,49,
29,34.8,130.2,125.4,177,910,50,
30,35.8,134.4,125.4,177,910,50,
31,37.1,139.6,125.9,175,903,49,
32,38.4,144.7,126.4,173,896,50,
33,39.7,149.8,126.4,173,896,46,
34,40.7,153.9,126.4,173,896,46,
35,42.0,159.1,125.0,179,916,48,
36,43.3,164.3,125.1,179,915,47,
37,44.6,169.5,123.8,184,934,47,
38,45.9,174.8,122.8,189,950,47,
39,47.2,180.1,122.2,192,960,47,
40,48.5,185.4,122.3,191,958,48,
41,49.7,190.6,123.6,185,937,49,
42,51.1,195.9,125.2,178,913,48,
43,52.4,201.1,126.4,173,896,46,
44,53.7,206.2,126.9,171,889,47,
45,54.7,210.3,126.9,171,889,47,
46,56.0,215.4,126.5,173,895,48,
47,57.3,220.5,127.2,170,885,48,
48,58.6,225.6,127.5,169,881,47,
49,59.9,230.6,128.4,165,869,47,
50,61.2,235.7,128.4,165,869,48,
51,62.4,240.7,128.7,164,865,48,
52,63.5,244.7,128.7,164,865,48,
53,65.0,250.8,129.6,161,853,43,
54,66.3,255.7,129.6,161,853,43,
55,67.6,260.7,129.0,163,861,42,
56,69.2,266.8,129.9,160,849,44,
57,70.4,271.7,130.4,158,843,45,
58,71.7,276.7,131.4,154,830,45,
59,73.0,281.6,132.6,150,816,46,
60,74.3,286.4,133.6,147,805,46,
61,75.7,291.4,134.6,144,793,47,
62,77.0,296.3,137.3,135,765,47,
63,78.3,301.1,136.6,137,772,45,
64,79.6,305.9,134.8,143,791,45,
65,80.9,310.8,133.7,146,804,45,
66,82.2,315.6,132.7,150,815,46,
67,83.5,320.6,132.7,150,815,46,
68,84.8,325.4,132.4,151,818,45,
69,86.3,331.2,135.5,141,784,46,
70,87.6,335.9,136.3,138,775,47,
71,88.9,340.7,135.8,140,780,45,
72,90.2,345.5,134.1,145,799,45,
73,91.5,350.5,133.6,147,805,45,
74,92.8,355.3,133.6,147,805,45,
75,94.1,360.2,133.5,147,806,44,
76,95.4,365.0,132.3,151,820,45,
77,97.0,370.9,134.1,145,799,45,
78,98.2,375.6,135.4,141,785,44,
79,99.5,380.4,136.3,138,775,46,
80,100.8,385.2,136.3,138,775,46,
81,102.1,390.1,134.5,144,795,44,
82,103.7,395.9,134.5,144,795,44,
83,105.0,400.7,135.8,140,780,43,
84,106.3,405.4,135.8,140,780,43,
85,107.8,411.1,135.7,140,782,44,
86,109.0,415.7,135.7,140,782,44,
87,110.3,420.4,135.6,140,783,44,
88,111.8,426.1,135.1,142,788,45,
89,113.1,431.0,134.3,144,797,45,
90,114.4,435.8,134.5,144,795,44,
91,115.7,440.7,134.5,144,795,44,
92,117.3,446.7,132.3,151,820,43,
93,118.6,451.6,133.0,149,812,44,
94,119.9,456.4,133.3,148,808,44,
95,121.2,461.4,133.3,148,808,44,
96,122.8,467.3,132.8,149,814,43,
97,124.1,472.1,132.8,149,814,43,
98,125.4,477.0,133.0,149,812,43,
99,126.9,482.7,133.8,146,802,43,
100,128.2,487.5,133.8,146,802,43,
101,129.7,493.4,132.9,149,813,43,
102,131.0,498.3,132.9,149,813,43,
103,132.3,503.1,133.0,149,812,42,
104,133.9,509.1,132.3,151,820,45,
105,135.4,515.0,131.9,153,824,43,
106,137.0,520.9,130.8,156,838,39,
107,138.3,526.0,130.8,156,838,39,
108,139.8,532.0,129.8,160,850,38,
109,141.4,538.1,128.6,165,866,40,
110,142.9,544.2,128.8,164,863,39,
111,144.5,550.2,130.2,159,845,41,
112,145.8,555.1,130.2,159,845,41,
113,147.4,560.9,132.7,150,815,40,
114,148.9,566.6,134.2,145,798,41,
115,150.5,572.5,133.6,147,805,41,
116,151.7,577.2,133.6,147,805,41,
117,153.3,583.0,136.4,138,774,41,
118,154.6,587.7,136.4,138,774,41,
119,156.2,593.4,138.4,132,754,40,
120,157.7,598.9,137.3,135,765,41,
121,159.0,603.7,137.3,135,765,41,
122,160.5,609.3,136.3,138,775,41,
123,162.1,615.1,136.2,139,776,42,
124,163.3,619.7,136.2,139,776,42,
125,164.9,625.4,136.9,136,769,42,
126,166.2,630.1,136.9,136,769,42,
127,167.7,635.9,135.1,142,788,43,
128,169.3,641.8,134.7,143,792,40,
129,170.9,647.5,135.5,141,784,40,
130,172.2,652.2,135.5,141,784,40,
131,173.7,657.9,137.9,133,759,41,
132,175.2,663.4,137.8,134,760,41,
133,176.5,668.2,137.8,134,760,41,
134,178.1,673.8,139.2,130,746,41,
135,179.6,679.3,140.0,128,738,40,
136,180.9,684.0,140.0,128,738,40,
137,182.5,689.4,141.0,125,729,41,
138,184.1,694.9,143.4,119,708,39,
139,187.1,705.0,151.9,100,643,20,
140,188.4,709.4,146.3,112,684,43,
141,189.7,714.1,136.0,139,778,47,
142,191.0,719.1,136.0,139,778,47,
143,192.5,725.0,131.9,153,824,43,
144,193.8,729.6,133.1,148,810,44,
145,195.1,734.5,133.1,148,810,44,
146,196.6,740.0,139.2,130,746,44,
147,197.9,744.7,139.2,130,746,44,
148,199.4,750.3,137.3,135,765,42,
149,200.7,755.1,137.3,135,765,42,
150,202.0,759.9,137.1,136,767,42,
151,203.6,765.5,136.6,137,772,42,
152,204.9,770.2,136.6,137,772,42,
153,206.4,776.0,136.9,136,769,42,
154,207.7,780.8,136.9,136,769,42,
155,209.1,785.6,136.4,138,774,43,
156,210.6,791.3,137.3,135,765,43,
157,211.9,795.9,137.3,135,765,43,
158,213.4,801.6,138.5,132,753,43,
159,214.8,806.4,138.5,132,753,43,
160,216.3,812.0,137.3,135,765,42,
161,217.6,816.7,137.3,135,765,42,
162,219.1,822.3,138.3,132,755,43,
163,220.5,827.1,138.3,132,755,43,
164,222.0,832.7,137.7,134,761,42,
165,223.3,837.4,137.9,133,759,43,
166,224.8,843.0,136.8,137,770,42,
167,226.1,847.7,136.1,139,777,44,
168,227.6,853.4,136.2,139,776,41,
169,228.9,858.2,136.3,138,775,42,
170,230.2,862.9,136.3,138,775,42,
171,231.8,868.6,138.9,131,749,43,
172,233.1,873.2,138.9,131,749,43,
173,234.6,878.7,141.0,125,729,42,
174,236.2,884.2,140.9,125,730,42,
175,237.5,888.8,140.2,127,737,42,
176,238.8,893.5,140.2,127,737,42,
177,240.3,899.1,140.0,128,738,42,
178,241.9,904.6,139.1,130,747,42,
179,243.2,909.4,139.1,130,747,42,
180,244.7,915.2,134.1,145,799,42,
181,246.0,920.0,134.3,144,797,43,
182,247.5,925.7,134.8,143,791,43,
183,248.8,930.5,135.2,142,787,43,
184,250.1,935.3,135.2,142,787,43,
185,251.7,941.0,135.3,141,786,42,
186,253.0,945.9,135.3,141,786,42,
187,254.5,951.5,137.4,135,764,41,
188,255.8,956.3,137.4,135,764,41,
189,257.3,961.8,137.4,135,764,41,
190,258.6,966.7,137.4,135,764,41,
191,260.2,972.7,129.9,160,849,42,
192,261.5,977.7,129.9,160,849,42,
193,263.0,983.9,127.9,167,875,40,
194,264.6,990.1,125.4,177,910,40,
195,266.1,996.4,124.7,180,921,40,
