Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,0.9,3.0,0.0,,,,
2,2.9,10.9,148.5,107,667,,
3,4.9,18.9,126.8,172,890,28,
4,6.9,27.1,125.8,176,905,27,
5,8.9,35.9,120.8,199,983,28,
6,11.9,48.8,116.3,222,1065,27,
7,13.9,57.2,116.7,220,1057,26,
8,15.9,65.7,117.6,215,1040,26,
9,18.9,78.5,118.4,211,1025,26,
10,20.9,86.8,118.4,211,1025,26,
11,22.9,95.0,119.3,206,1009,26,
12,24.9,103.5,121.1,197,978,26,
13,27.9,116.1,119.5,205,1005,27,
14,29.9,124.3,119.4,206,1007,26,
15,31.9,132.5,121.4,196,973,26,
16,34.9,145.1,120.8,199,983,26,
17,36.9,153.5,120.8,199,983,26,
18,38.9,161.8,118.7,209,1020,27,
19,40.9,170.2,119.7,204,1002,26,
20,43.9,182.7,120.5,200,988,26,
21,45.9,190.9,120.7,199,985,26,
22,47.9,199.2,121.7,194,968,26,
23,50.9,211.2,124.9,180,918,26,
24,52.9,219.1,124.9,180,918,26,
25,54.9,227.1,126.0,175,902,27,
26,56.9,235.1,126.0,175,902,26,
27,59.9,247.4,122.6,190,953,27,
28,61.9,255.5,122.6,190,953,27,
29,63.9,263.5,123.0,188,947,27,
30,65.9,271.8,123.7,185,936,26,
31,68.9,283.8,124.4,182,925,26,
32,70.9,291.8,124.9,180,918,26,
33,72.9,300.1,123.3,187,942,27,
34,74.9,308.4,121.7,194,968,27,
35,77.9,320.6,122.4,191,956,26,
36,79.9,328.6,123.2,187,944,26,
37,81.9,336.9,123.6,185,937,27,
38,84.9,349.0,124.5,181,924,27,
39,86.9,356.9,124.5,181,924,27,
40,88.9,364.9,125.7,176,906,27,
41,90.9,373.3,123.6,185,937,27,
42,93.9,385.9,119.6,205,1004,26,
43,95.9,394.2,119.6,205,1004,26,
44,97.9,402.5,120.1,202,995,26,
45,99.9,410.7,121.7,194,968,26,
46,102.9,422.8,123.3,187,942,26,
47,104.9,430.8,123.8,184,934,27,
48,106.9,438.9,124.5,181,924,26,
49,109.9,451.0,125.6,177,907,27,
50,111.9,458.9,125.6,177,907,27,
51,113.9,466.9,125.1,179,915,26,
52,115.9,475.0,125.1,179,915,26,
