Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,0.7,2.2,0.0,,,,
2,2.3,7.6,146.3,112,684,43,
3,3.6,12.2,146.0,112,687,46,
4,4.7,16.1,146.0,112,687,46,
5,5.9,21.0,133.4,147,807,47,
6,7.2,26.2,127.4,169,882,47,
7,8.5,31.4,124.4,182,925,48,
8,9.8,36.8,120.2,202,993,49,
9,11.1,42.3,118.8,209,1018,48,
10,12.4,47.7,118.6,210,1022,48,
11,13.4,52.2,118.6,210,1022,48,
12,14.7,57.7,118.7,209,1020,49,
13,16.0,63.1,119.3,206,1009,48,
14,17.3,68.7,119.1,207,1013,50,
15,18.4,73.0,119.4,206,1007,51,
16,19.7,78.5,119.2,207,1011,50,
17,20.7,82.9,119.2,207,1011,50,
18,22.0,88.2,119.7,204,1002,50,
19,23.3,93.7,119.3,206,1009,49,
20,24.6,99.1,119.4,206,1007,48,
21,25.6,103.5,119.4,206,1007,48,
22,26.9,109.0,118.4,211,1025,49,
23,28.2,114.5,118.5,210,1023,47,
24,29.5,119.9,118.7,209,1020,47,
25,30.8,125.2,119.7,204,1002,46,
26,32.1,130.7,119.3,206,1009,46,
27,33.3,136.0,120.0,203,997,48,
28,34.6,141.5,120.2,202,993,47,
29,36.0,147.0,120.0,203,997,45,
30,37.3,152.4,120.0,203,997,45,
31,38.8,158.9,120.7,199,985,44,
32,40.1,164.2,120.6,200,986,43,
33,41.4,169.6,120.6,200,986,43,
34,42.9,175.9,121.9,193,964,43,
35,44.2,181.2,122.4,191,956,44,
36,45.5,186.3,122.4,191,956,44,
37,47.0,192.6,124.6,181,922,41,
38,48.6,198.8,124.6,181,922,41,
39,49.8,203.8,124.6,181,922,41,
40,51.4,210.0,124.4,182,925,41,
41,52.9,216.2,126.6,172,893,40,
42,54.5,222.2,127.5,169,881,39,
43,55.7,227.3,127.5,169,881,39,
44,57.3,233.4,126.7,172,892,42,
45,58.8,239.5,127.0,171,888,42,
46,60.1,244.5,127.0,171,888,42,
47,61.7,250.7,127.0,171,888,42,
48,63.2,256.9,127.4,169,882,41,
49,64.5,262.0,127.4,169,882,41,
