Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,0.7,2.3,0.0,,,,
2,2.7,10.2,149.0,106,664,,
3,4.7,18.7,124.6,181,922,26,
4,7.7,31.5,119.2,207,1011,27,
5,9.7,39.9,117.1,218,1050,26,
6,11.7,48.3,119.3,206,1009,25,
7,14.7,60.8,120.8,199,983,26,
8,16.7,69.4,118.6,210,1022,26,
9,18.7,78.0,116.8,220,1055,26,
10,21.7,90.9,117.6,215,1040,26,
11,23.7,99.3,117.6,215,1040,26,
12,25.7,107.8,117.3,217,1046,26,
13,27.7,116.4,118.0,213,1033,26,
14,30.7,129.2,117.9,214,1034,26,
15,32.7,137.7,117.3,217,1046,26,
16,34.7,146.2,117.4,216,1044,26,
17,37.7,158.9,119.9,203,998,27,
18,39.7,167.1,119.9,203,998,27,
19,41.7,175.2,121.4,196,973,26,
20,43.7,183.6,121.7,194,968,27,
21,46.7,196.2,119.8,204,1000,27,
22,48.7,204.5,119.8,204,1000,27,
23,50.7,212.7,120.4,201,990,27,
24,52.7,221.1,120.8,199,983,27,
25,54.7,229.5,120.4,201,990,27,
26,57.7,242.0,120.7,199,985,27,
27,59.7,250.1,121.2,197,976,27,
28,61.7,258.2,122.2,192,960,27,
29,63.7,266.4,123.4,186,941,26,
30,66.7,278.8,121.8,194,966,27,
31,68.7,287.1,121.8,194,966,27,
32,70.7,295.7,118.6,210,1022,27,
33,72.7,304.2,117.4,216,1044,27,
34,75.7,317.1,118.2,212,1029,26,
35,77.7,325.5,117.7,215,1038,26,
36,79.7,334.0,118.0,213,1033,26,
37,82.7,346.6,120.8,199,983,26,
38,84.7,354.7,120.8,199,983,26,
39,86.7,362.8,122.1,192,961,26,
40,88.7,371.2,121.9,193,964,27,
41,91.7,383.5,122.1,192,961,26,
42,93.7,391.8,122.1,192,961,26,
43,95.7,400.1,120.1,202,995,27,
44,97.7,408.7,119.3,206,1009,27,
45,100.7,421.4,119.5,205,1005,26,
46,102.7,429.7,119.5,205,1005,26,
47,104.7,438.2,118.3,211,1027,26,
48,106.7,446.8,118.0,213,1033,27,
49,109.7,459.4,118.7,209,1020,27,
50,111.7,467.7,119.2,207,1011,26,
51,113.7,476.1,119.5,205,1005,27,
52,115.7,484.8,118.9,208,1016,27,
53,118.7,497.4,118.3,211,1027,27,
54,120.7,505.8,118.4,211,1025,27,
55,122.7,514.2,118.7,209,1020,26,
56,125.7,527.2,117.6,215,1040,26,
57,127.7,535.5,117.6,215,1040,26,
58,129.7,543.9,118.3,211,1027,27,
59,131.7,552.2,120.0,203,997,26,
60,134.7,564.8,120.7,199,985,27,
61,136.7,573.0,120.7,199,985,27,
62,138.7,581.2,120.9,198,981,27,
63,140.7,589.4,121.5,195,971,27,
64,142.7,597.9,122.3,191,958,27,
65,145.7,610.3,121.0,198,979,27,
66,147.7,618.6,121.1,197,978,27,
67,149.7,626.9,120.2,202,993,27,
68,151.7,635.4,120.2,202,993,27,
69,154.7,647.7,120.6,200,986,27,
70,156.7,655.9,122.1,192,961,27,
71,158.7,664.0,121.9,193,964,27,
72,160.7,672.4,122.9,189,948,27,
73,163.7,684.7,121.9,193,964,26,
74,165.7,693.0,120.6,200,986,26,
75,167.7,701.4,120.5,200,988,26,
76,170.7,714.0,119.9,203,998,26,
77,172.7,722.2,119.9,203,998,26,
78,174.7,730.6,119.8,204,1000,26,
79,177.7,743.3,119.6,205,1004,26,
80,179.7,751.6,119.6,205,1004,26,
81,181.7,759.9,119.0,208,1014,26,
82,184.7,772.7,119.8,204,1000,25,
83,186.7,780.9,119.8,204,1000,25,
84,189.7,793.9,118.4,211,1025,24,
85,191.7,802.0,118.4,211,1025,24,
86,193.7,810.4,120.3,201,991,24,
87,196.7,823.0,119.7,204,1002,25,
88,198.7,831.2,120.6,200,986,25,
89,201.7,843.9,119.7,204,1002,26,
90,203.7,852.1,119.7,204,1002,26,
91,205.7,860.6,119.2,207,1011,26,
92,208.7,873.0,122.4,191,956,26,
93,210.7,881.1,122.4,191,956,26,
94,212.7,889.3,122.2,192,960,26,
95,215.7,901.7,123.2,187,944,26,
96,217.7,909.7,123.2,187,944,26,
97,219.7,918.0,122.1,192,961,26,
98,222.7,930.6,121.3,196,974,26,
99,224.7,938.7,121.3,196,974,26,
100,226.7,946.9,121.9,193,964,26,
101,229.7,959.4,122.0,193,963,25,
102,231.7,967.6,122.0,193,963,25,
103,233.7,976.0,119.9,203,998,26,
104,236.7,988.7,118.6,210,1022,25,
105,238.7,996.9,120.0,203,997,25,
106,240.7,1005.2,121.3,196,974,25,
107,243.7,1017.8,121.2,197,976,26,
108,245.7,1026.1,119.9,203,998,26,
109,247.7,1034.6,118.9,208,1016,26,
110,250.7,1047.3,119.3,206,1009,26,
111,252.7,1055.5,119.3,206,1009,26,
112,254.7,1063.9,120.4,201,990,26,
113,257.7,1076.6,119.5,205,1005,26,
114,259.7,1084.8,119.5,205,1005,26,
115,261.7,1093.3,120.0,203,997,25,
116,264.7,1105.9,120.4,201,990,26,
117,266.7,1114.0,120.4,201,990,26,
118,268.7,1122.3,121.8,194,966,26,
119,271.7,1135.1,120.1,202,995,26,
120,273.7,1143.2,120.1,202,995,26,
121,275.7,1151.4,121.4,196,973,26,
122,277.7,1159.8,121.6,195,969,26,
123,280.7,1172.3,120.8,199,983,27,
124,282.7,1180.4,121.3,196,974,26,
125,284.7,1188.5,122.5,190,955,27,
126,287.7,1201.0,122.0,193,963,26,
127,289.7,1209.2,122.0,193,963,26,
128,291.7,1217.5,121.3,196,974,26,
129,294.7,1230.4,118.7,209,1020,25,
130,296.7,1238.6,118.7,209,1020,25,
131,298.7,1247.0,119.4,206,1007,25,
132,301.7,1259.6,120.0,203,997,25,
133,303.7,1267.8,119.8,204,1000,25,
134,305.7,1276.3,120.7,199,985,25,
135,308.7,1288.8,120.0,203,997,25,
136,310.7,1297.2,119.9,203,998,25,
137,312.7,1305.7,119.8,204,1000,26,
138,315.7,1318.2,119.8,204,1000,26,
139,317.7,1326.5,119.2,207,1011,26,
140,319.7,1335.1,119.6,205,1004,26,
141,322.7,1347.6,119.4,206,1007,26,
142,324.7,1356.0,118.8,209,1018,26,
143,326.7,1364.4,118.5,210,1023,26,
144,329.7,1377.1,119.8,204,1000,27,
145,331.7,1385.4,119.8,204,1000,27,
146,333.7,1393.8,119.5,205,1005,26,
147,336.7,1406.5,120.3,201,991,25,
148,338.7,1414.6,120.3,201,991,25,
149,340.7,1422.8,121.3,196,974,26,
150,342.7,1431.2,121.6,195,969,26,
151,345.7,1443.7,120.8,199,983,26,
152,347.7,1451.8,120.8,199,983,26,
153,349.7,1460.1,122.2,192,960,26,
154,351.7,1468.6,120.7,199,985,27,
155,354.7,1480.9,120.9,198,981,27,
156,356.7,1489.1,120.9,198,981,26,
157,358.7,1497.4,121.8,194,966,25,
158,361.7,1510.0,121.9,193,964,27,
159,363.7,1518.4,118.9,208,1016,26,
160,365.7,1526.8,119.0,208,1014,26,
161,368.7,1539.6,120.0,203,997,26,
162,370.7,1547.8,120.0,203,997,26,
163,372.7,1556.1,120.7,199,985,26,
164,374.7,1564.7,119.8,204,1000,26,
165,377.7,1577.4,118.5,210,1023,26,
166,379.7,1586.0,117.7,215,1038,26,
167,381.7,1594.7,116.5,221,1061,25,
168,384.7,1607.3,117.5,216,1042,26,
169,386.7,1615.6,119.2,207,1011,26,
170,388.7,1624.1,119.7,204,1002,26,
171,391.7,1636.8,118.7,209,1020,26,
172,393.7,1645.2,118.5,210,1023,26,
173,396.7,1658.0,118.9,208,1016,25,
174,398.7,1666.3,118.9,208,1016,25,
175,400.7,1674.9,118.0,213,1033,26,
176,403.7,1687.6,118.8,209,1018,26,
177,405.7,1696.0,118.8,209,1018,26,
178,407.7,1704.4,118.4,211,1025,26,
179,410.7,1717.2,119.2,207,1011,26,
180,412.7,1725.5,119.2,207,1011,26,
181,414.7,1733.9,119.3,206,1009,26,
182,416.7,1742.4,119.1,207,1013,26,
