Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,0.9,2.7,0.0,,,,
2,2.9,9.3,169.8,71,546,,
3,5.9,20.2,148.2,108,670,25,
4,7.9,27.9,139.8,128,740,23,
5,9.9,35.9,128.2,166,871,27,
6,12.9,48.2,122.9,189,948,26,
7,14.9,56.3,122.9,189,948,26,
8,16.9,64.5,122.1,192,961,26,
9,18.9,72.9,121.3,196,974,26,
10,21.9,85.4,121.6,195,969,26,
11,23.9,93.6,121.0,198,979,27,
12,25.9,102.1,119.6,205,1004,27,
13,28.9,114.7,120.6,200,986,26,
14,30.9,122.7,120.6,200,986,26,
15,32.9,130.7,123.5,186,939,26,
16,34.9,139.0,123.3,187,942,27,
17,37.9,151.6,121.0,198,979,26,
18,39.9,159.7,121.0,198,979,26,
19,41.9,167.8,122.0,193,963,26,
20,43.9,176.2,122.6,190,953,26,
21,46.9,188.7,121.2,197,976,27,
22,48.9,196.8,120.8,199,983,27,
23,50.9,205.1,121.4,196,973,26,
24,53.9,217.6,121.4,196,973,27,
25,55.9,225.9,121.4,196,973,27,
26,57.9,234.1,120.5,200,988,27,
27,59.9,242.6,120.3,201,991,27,
28,62.9,255.3,120.1,202,995,26,
29,64.9,263.5,120.1,202,995,26,
30,66.9,271.7,119.9,203,998,26,
31,68.9,279.9,121.4,196,973,26,
32,71.9,292.1,123.8,184,934,26,
33,73.9,299.9,124.4,182,925,27,
34,75.9,308.2,125.0,179,916,26,
35,77.9,316.4,123.3,187,942,27,
36,80.9,328.7,122.4,191,956,26,
37,82.9,336.9,122.0,193,963,27,
38,84.9,345.1,122.0,193,963,26,
39,87.9,357.7,120.9,198,981,27,
40,89.9,365.9,120.9,198,981,27,
41,91.9,374.0,121.1,197,978,27,
42,93.9,382.2,121.9,193,964,27,
43,95.9,390.5,122.5,190,955,28,
44,98.9,402.8,122.3,191,958,27,
45,100.9,411.0,122.3,191,958,27,
46,102.9,419.1,122.2,192,960,27,
47,104.9,427.4,122.4,191,956,27,
48,107.9,439.8,121.8,194,966,27,
49,109.9,447.9,121.8,194,966,27,
50,111.9,456.0,122.3,191,958,27,
51,113.9,464.1,123.8,184,934,27,
52,115.9,472.1,124.7,180,921,27,
53,118.9,484.1,125.7,176,906,27,
54,120.9,492.1,125.6,177,907,27,
55,122.9,500.2,124.2,183,928,27,
56,124.9,508.5,123.2,187,944,27,
57,127.9,521.1,121.1,197,978,27,
58,129.9,529.2,121.1,197,978,27,
59,131.9,537.5,121.3,196,974,27,
60,133.9,545.9,120.6,200,986,26,
61,136.9,558.4,120.1,202,995,26,
62,138.9,566.6,121.4,196,973,26,
63,140.9,574.9,120.5,200,988,26,
64,143.9,587.4,122.3,191,958,26,
65,145.9,595.4,122.3,191,958,26,
66,147.9,603.5,123.7,185,936,26,
67,149.9,611.8,122.8,189,950,26,
68,152.9,624.1,123.0,188,947,26,
69,154.9,632.2,122.1,192,961,26,
70,156.9,640.4,122.1,192,961,27,
71,159.9,652.6,124.5,181,924,27,
72,161.9,660.7,124.5,181,924,27,
73,163.9,668.7,123.4,186,941,27,
74,165.9,676.8,123.9,184,933,26,
75,168.9,689.1,124.1,183,930,26,
76,170.9,697.1,124.1,183,930,26,
77,172.9,705.2,123.8,184,934,26,
78,174.9,713.4,123.3,187,942,26,
79,177.9,725.3,125.0,179,916,26,
80,179.9,733.3,125.7,176,906,26,
81,181.9,741.4,125.2,178,913,26,
82,184.9,753.5,125.4,177,910,26,
83,186.9,761.3,125.4,177,910,26,
84,188.9,769.4,125.3,178,912,26,
85,191.9,781.8,122.4,191,956,26,
86,193.9,789.9,122.4,191,956,26,
87,195.9,798.2,121.5,195,971,26,
88,197.9,806.7,120.3,201,991,26,
89,200.9,819.1,120.7,199,985,26,
90,202.9,827.3,121.0,198,979,26,
91,204.9,835.7,120.8,199,983,26,
92,207.9,848.2,120.6,200,986,26,
93,209.9,856.5,120.6,200,986,26,
94,211.9,864.8,120.3,201,991,26,
95,213.9,873.2,120.1,202,995,26,
96,216.9,885.6,121.6,195,969,26,
97,218.9,893.7,121.7,194,968,26,
98,220.9,902.0,122.1,192,961,26,
99,223.9,914.5,121.8,194,966,26,
100,225.9,922.6,121.8,194,966,26,
101,227.9,930.8,121.2,197,976,26,
102,229.9,939.0,122.7,189,952,27,
103,232.9,951.4,121.7,194,968,27,
104,234.9,959.4,121.7,194,968,27,
105,236.9,967.6,122.3,191,958,26,
106,238.9,975.9,122.8,189,950,26,
107,241.9,988.3,121.8,194,966,27,
108,243.9,996.5,121.0,198,979,26,
109,245.9,1005.0,120.3,201,991,26,
110,248.9,1017.7,119.3,206,1009,26,
111,250.9,1025.9,119.3,206,1009,26,
112,252.9,1034.3,119.9,203,998,26,
113,254.9,1042.8,120.1,202,995,27,
114,257.9,1055.5,118.5,210,1023,26,
115,259.9,1063.8,118.6,210,1022,27,
116,261.9,1072.3,119.1,207,1013,27,
117,263.9,1080.8,119.1,207,1013,27,
