Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
77,171.9,729.9,118.5,210,1023,26,
78,173.9,738.5,118.3,211,1027,25,
79,176.9,751.1,119.2,207,1011,26,
80,178.9,759.4,118.9,208,1016,26,
81,180.9,767.9,119.2,207,1011,26,
82,183.9,780.7,119.5,205,1005,26,
83,185.9,789.0,119.5,205,1005,26,
84,187.9,797.4,119.1,207,1013,27,
85,189.9,805.9,118.9,208,1016,26,
86,192.9,818.5,120.0,203,997,27,
87,194.9,826.7,120.0,203,997,27,
88,196.9,835.0,120.9,198,981,27,
89,198.9,843.4,120.0,203,997,27,
90,201.9,856.2,119.8,204,1000,27,
91,203.9,864.6,119.8,204,1000,27,
92,205.9,872.9,118.4,211,1025,27,
93,207.9,881.3,118.8,209,1018,27,
94,210.9,893.9,120.5,200,988,27,
95,212.9,902.2,120.5,200,988,27,
96,214.9,910.6,120.0,203,997,27,
97,216.9,919.1,118.8,209,1018,26,
98,219.9,931.8,118.5,210,1023,26,
99,221.9,940.0,119.6,205,1004,26,
100,223.9,948.3,120.1,202,995,26,
101,225.9,956.9,119.9,203,998,26,
102,228.9,969.3,119.3,206,1009,27,
103,230.9,977.6,121.3,196,974,27,
104,232.9,985.9,120.8,199,983,27,
105,235.9,998.5,121.0,198,979,27,
106,237.9,1006.7,121.0,198,979,27,
107,239.9,1014.9,120.7,199,985,27,
108,241.9,1023.3,120.7,199,985,27,
109,244.9,1036.0,120.6,200,986,26,
110,246.9,1044.2,120.6,200,986,26,
111,248.9,1052.6,119.9,203,998,26,
112,250.9,1061.0,119.7,204,1002,26,
113,253.9,1073.5,120.1,202,995,26,
114,255.9,1081.6,121.5,195,971,27,
115,257.9,1090.1,120.5,200,988,26,
116,260.9,1103.1,118.1,212,1031,26,
117,262.9,1111.4,118.1,212,1031,26,
118,264.9,1119.9,117.8,214,1036,26,
119,267.9,1132.7,119.5,205,1005,26,
120,269.9,1140.9,119.5,205,1005,26,
121,271.9,1149.1,120.4,201,990,26,
122,273.9,1157.5,121.8,194,966,27,
123,276.9,1170.1,120.5,200,988,26,
124,278.9,1178.2,120.5,200,988,26,
125,280.9,1186.5,121.2,197,976,26,
126,282.9,1194.7,121.8,194,966,27,
127,285.9,1207.2,121.6,195,969,27,
128,287.9,1215.2,122.0,193,963,27,
129,289.9,1223.4,122.9,189,948,26,
130,291.9,1231.6,123.2,187,944,26,
131,294.9,1244.1,122.9,189,948,27,
132,296.9,1252.4,120.2,202,993,26,
133,298.9,1261.0,118.6,210,1022,26,
134,301.9,1273.8,117.5,216,1042,26,
135,303.9,1282.1,118.3,211,1027,26,
136,305.9,1290.4,119.4,206,1007,26,
137,307.9,1299.0,120.4,201,990,26,
138,310.9,1311.6,119.3,206,1009,27,
139,312.9,1319.9,118.9,208,1016,27,
140,314.9,1328.4,119.3,206,1009,26,
141,316.9,1336.9,119.2,207,1011,27,
142,320.0,1349.5,119.5,205,1005,27,
143,322.0,1357.7,120.1,202,995,27,
144,323.9,1366.0,120.4,201,990,27,
145,325.9,1374.4,121.2,197,976,27,
146,329.0,1387.0,120.1,202,995,27,
147,331.0,1395.3,120.1,202,995,27,
148,332.9,1403.6,119.8,204,1000,27,
149,334.9,1412.1,119.7,204,1002,26,
150,338.0,1424.6,120.4,201,990,27,
151,340.0,1432.8,120.4,201,990,27,
152,341.9,1441.2,121.0,198,979,27,
153,343.9,1449.6,119.6,205,1004,27,
154,346.9,1462.3,119.6,205,1004,27,
155,348.9,1470.6,119.6,205,1004,27,
156,350.9,1479.0,118.8,209,1018,26,
157,352.9,1487.4,120.7,199,985,26,
158,356.0,1500.0,120.2,202,993,27,
159,358.0,1508.4,119.5,205,1005,26,
160,359.9,1516.9,117.5,216,1042,27,
161,363.0,1529.9,117.8,214,1036,26,
162,364.9,1538.2,117.8,214,1036,26,
163,367.0,1546.6,118.5,210,1023,26,
164,368.9,1555.0,119.5,205,1005,26,
165,372.0,1567.7,119.2,207,1011,27,
166,373.9,1576.1,119.2,207,1011,27,
167,375.9,1584.6,118.5,210,1023,27,
168,377.9,1593.3,117.0,219,1052,26,
169,381.0,1606.0,117.4,216,1044,26,
170,382.9,1614.5,118.3,211,1027,26,
171,384.9,1623.2,117.1,218,1050,26,
172,387.9,1636.0,117.7,215,1038,26,
173,390.0,1644.4,117.7,215,1038,26,
174,391.9,1652.8,118.1,212,1031,26,
175,393.9,1661.5,118.5,210,1023,27,
176,397.0,1674.3,117.4,216,1044,26,
177,398.9,1682.7,118.0,213,1033,27,
178,400.9,1691.3,117.4,216,1044,27,
179,402.9,1700.0,116.7,220,1057,26,
180,406.0,1712.9,117.3,217,1046,26,
181,408.0,1721.5,116.6,221,1059,26,
182,409.9,1730.1,115.8,225,1075,26,
183,413.0,1743.0,117.8,214,1036,26,
184,414.9,1751.3,117.8,214,1036,26,
185,416.9,1759.9,117.9,214,1034,26,
186,418.9,1768.6,117.1,218,1050,27,
187,421.9,1781.4,118.3,211,1027,27,
188,424.0,1789.7,118.3,211,1027,27,
189,425.9,1798.0,119.4,206,1007,27,
190,427.9,1806.5,119.4,206,1007,27,
191,430.9,1819.4,118.1,212,1031,27,
192,433.0,1827.8,118.1,212,1031,27,
193,434.9,1836.2,118.2,212,1029,27,
194,436.9,1844.7,118.4,211,1025,27,
195,438.9,1853.2,118.5,210,1023,27,
196,441.9,1866.0,118.2,212,1029,27,
197,443.9,1874.4,118.2,212,1029,27,
198,445.9,1882.9,117.8,214,1036,27,
199,447.9,1891.6,116.9,219,1054,26,
200,450.9,1904.4,116.9,219,1054,26,
201,452.9,1912.9,117.2,217,1048,26,
202,454.9,1921.6,117.3,217,1046,26,
203,457.0,1930.2,117.5,216,1042,27,
204,460.0,1942.7,119.4,206,1007,27,
205,462.0,1951.0,120.0,203,997,27,
206,464.0,1959.3,119.9,203,998,27,
207,466.0,1967.5,120.6,200,986,27,
208,468.0,1975.9,122.6,190,953,27,
209,471.0,1988.2,122.2,192,960,28,
210,473.0,1996.5,121.3,196,974,27,
211,475.0,2004.9,119.6,205,1004,27,
212,477.0,2013.5,119.2,207,1011,27,
213,480.0,2026.2,119.2,207,1011,27,
214,482.0,2034.5,119.2,207,1011,27,
215,484.0,2042.9,119.0,208,1014,27,
216,486.0,2051.4,118.9,208,1016,27,
217,489.0,2064.1,119.8,204,1000,27,
218,491.0,2072.4,119.8,204,1000,27,
219,493.0,2080.6,119.8,204,1000,27,
220,495.0,2088.9,120.0,203,997,27,
221,497.0,2097.2,121.3,196,974,27,
222,499.0,2105.6,120.9,198,981,28,
223,502.0,2118.2,120.6,200,986,27,
224,504.0,2126.5,119.4,206,1007,27,
225,505.9,2134.8,119.5,205,1005,26,
226,508.0,2143.2,120.5,200,988,27,
227,511.0,2155.8,120.0,203,997,27,
228,513.0,2164.1,120.0,203,997,27,
229,515.0,2172.5,120.1,202,995,27,
230,517.0,2180.8,119.5,205,1005,27,
231,520.0,2193.4,120.9,198,981,27,
232,522.0,2201.6,120.9,198,981,27,
233,524.0,2210.0,120.1,202,995,27,
234,526.0,2218.4,119.1,207,1013,27,
235,527.9,2226.8,119.9,203,998,27,
236,531.0,2239.4,120.3,201,991,27,
237,533.0,2247.8,119.2,207,1011,27,
238,534.9,2256.1,118.6,210,1022,27,
239,537.0,2264.7,119.7,204,1002,27,
240,540.0,2277.2,120.4,201,990,27,
241,542.0,2285.4,120.4,201,990,27,
242,544.0,2293.9,119.6,205,1004,27,
243,546.0,2302.4,118.6,210,1022,27,
244,548.0,2310.9,118.6,210,1022,27,
245,551.0,2323.4,120.1,202,995,27,
246,553.0,2331.7,120.0,203,997,27,
247,555.0,2340.2,119.5,205,1005,27,
248,556.9,2348.6,118.9,208,1016,27,
249,560.0,2361.3,120.0,203,997,27,
250,562.0,2369.6,120.0,203,997,27,
251,563.9,2377.9,118.9,208,1016,27,
252,566.0,2386.4,119.6,205,1004,27,
253,568.0,2394.9,119.5,205,1005,27,
254,571.0,2407.5,119.9,203,998,28,
255,573.0,2415.8,119.9,203,998,28,
256,575.0,2424.1,119.7,204,1002,27,
257,577.0,2432.7,119.5,205,1005,26,
258,580.0,2445.5,118.3,211,1027,26,
259,582.0,2454.0,117.0,219,1052,26,
260,584.0,2462.5,117.8,214,1036,26,
261,587.0,2475.1,120.7,199,985,27,
262,589.0,2483.3,120.7,199,985,27,
263,591.0,2491.7,120.2,202,993,28,
264,593.0,2500.2,118.4,211,1025,27,
265,596.0,2513.3,117.7,215,1038,26,
266,598.0,2521.7,117.7,215,1038,26,
267,600.0,2530.1,118.1,212,1031,26,
268,602.0,2538.5,118.3,211,1027,26,
269,605.0,2551.2,120.2,202,993,27,
270,607.0,2559.4,120.2,202,993,27,
271,609.0,2567.6,121.8,194,966,27,
272,611.0,2576.0,120.8,199,983,27,
273,613.0,2584.5,119.1,207,1013,27,
274,616.0,2597.1,119.8,204,1000,27,
275,618.0,2605.3,119.8,204,1000,27,
276,620.0,2613.6,120.3,201,991,27,
277,622.0,2622.0,120.9,198,981,27,
278,624.0,2630.6,119.8,204,1000,27,
279,627.0,2643.3,118.0,213,1033,27,
280,629.0,2651.7,118.0,213,1033,27,
281,631.0,2660.3,118.2,212,1029,27,
282,633.0,2669.0,117.7,215,1038,26,
283,636.0,2681.4,119.1,207,1013,27,
284,638.0,2689.8,120.2,202,993,27,
285,640.0,2698.1,119.6,205,1004,27,
286,642.0,2706.5,120.8,199,983,27,
287,645.0,2719.0,120.7,199,985,28,
288,647.0,2727.3,120.7,199,985,28,
289,649.0,2735.6,119.8,204,1000,27,
290,651.0,2744.3,119.0,208,1014,27,
291,654.0,2757.3,116.5,221,1061,26,
292,656.0,2765.6,116.5,221,1061,25,
293,658.0,2774.2,118.2,212,1029,25,
294,661.0,2786.8,119.2,207,1011,26,
295,663.0,2795.1,119.9,203,998,26,
296,665.0,2803.6,119.2,207,1011,26,
297,668.0,2816.4,119.3,206,1009,26,
298,670.0,2824.6,119.3,206,1009,26,
299,672.0,2832.8,120.2,202,993,27,
300,674.0,2841.2,121.0,198,979,27,
301,677.0,2853.9,120.2,202,993,27,
302,679.0,2862.1,120.2,202,993,27,
303,681.0,2870.4,120.7,199,985,27,
304,683.0,2878.7,120.5,200,988,26,
305,686.0,2891.5,119.3,206,1009,27,
306,688.0,2899.7,119.3,206,1009,27,
307,690.0,2908.0,120.1,202,995,27,
308,692.0,2916.3,120.2,202,993,27,
309,695.0,2929.0,120.5,200,988,26,
310,697.0,2937.3,120.5,200,988,26,
311,699.0,2945.6,119.9,203,998,27,
312,701.0,2954.0,119.6,205,1004,26,
313,704.0,2966.7,119.7,204,1002,26,
314,706.0,2974.9,119.7,204,1002,26,
315,708.0,2983.2,120.0,203,997,27,
316,710.0,2991.6,120.6,200,986,27,
317,712.0,3000.0,120.3,201,991,27,
318,715.0,3012.6,120.4,201,990,27,
319,717.0,3020.9,119.2,207,1011,27,
320,719.0,3029.4,119.3,206,1009,27,
321,721.0,3037.9,118.8,209,1018,27,
322,724.0,3050.5,119.9,203,998,27,
323,726.0,3058.8,119.9,203,998,27,
324,728.0,3067.1,119.6,205,1004,27,
325,730.0,3075.4,119.8,204,1000,27,
326,732.0,3083.8,120.8,199,983,28,
327,735.0,3096.5,120.0,203,997,27,
328,737.0,3104.8,120.0,203,997,27,
329,739.0,3113.1,119.4,206,1007,27,
330,741.0,3121.5,119.7,204,1002,27,
331,744.0,3134.2,120.3,201,991,27,
332,746.0,3142.5,120.3,201,991,27,
333,748.0,3150.6,120.0,203,997,27,
334,750.0,3159.0,120.4,201,990,27,
335,752.0,3167.4,120.6,200,986,27,
336,755.0,3179.9,120.1,202,995,27,
337,757.0,3188.1,120.1,202,995,27,
338,759.0,3196.4,120.9,198,981,26,
339,761.0,3204.8,121.1,197,978,27,
340,764.0,3217.4,120.3,201,991,27,
341,766.0,3225.6,120.3,201,991,27,
342,768.0,3234.0,120.2,202,993,27,
343,770.0,3242.5,119.3,206,1009,27,
344,773.0,3255.2,119.4,206,1007,27,
345,775.0,3263.6,119.4,206,1007,27,
346,777.0,3272.0,118.0,213,1033,27,
347,779.0,3280.6,117.7,215,1038,27,
348,782.0,3293.3,119.5,205,1005,26,
349,784.0,3301.5,119.5,205,1005,26,
350,786.0,3309.7,120.8,199,983,27,
351,788.0,3318.2,121.4,196,973,27,
352,790.0,3326.8,119.2,207,1011,27,
353,793.0,3339.5,117.9,214,1034,27,
354,795.0,3348.0,117.7,215,1038,26,
355,797.0,3356.6,116.8,220,1055,26,
356,800.0,3369.3,118.5,210,1023,26,
357,802.0,3377.7,118.6,210,1022,26,
358,804.0,3386.2,118.3,211,1027,26,
359,807.0,3398.9,119.4,206,1007,26,
360,809.0,3407.2,119.4,206,1007,26,
361,811.0,3415.7,118.9,208,1016,27,
362,813.0,3424.2,118.6,210,1022,26,
363,816.0,3437.0,118.3,211,1027,26,
364,818.0,3445.4,118.3,211,1027,26,
365,820.0,3454.0,117.4,216,1044,27,
366,822.0,3462.7,116.3,222,1065,26,
367,825.0,3475.4,118.9,208,1016,27,
368,827.0,3483.8,118.9,208,1016,27,
369,829.0,3492.2,118.5,210,1023,27,
370,831.0,3500.8,118.4,211,1025,27,
371,834.0,3513.6,118.8,209,1018,27,
372,836.0,3522.0,118.8,209,1018,27,
373,838.0,3530.4,118.4,211,1025,27,
374,840.0,3539.0,117.2,217,1048,27,
375,842.0,3547.7,116.2,223,1067,27,
376,845.0,3560.5,117.4,216,1044,27,
377,847.0,3569.0,117.4,216,1044,27,
378,849.0,3577.4,116.8,220,1055,26,
379,851.0,3586.0,118.9,208,1016,26,
380,854.0,3598.5,119.7,204,1002,27,
381,856.0,3606.7,120.1,202,995,27,
382,858.0,3615.1,119.7,204,1002,27,
383,860.0,3623.5,119.6,205,1004,27,
384,863.0,3636.2,120.4,201,990,27,
385,865.0,3644.4,120.4,201,990,27,
386,867.0,3652.6,120.9,198,981,27,
387,869.0,3660.9,120.8,199,983,27,
388,871.0,3669.5,120.3,201,991,27,
389,874.0,3681.9,120.1,202,995,26,
390,876.0,3690.4,120.5,200,988,27,
391,878.0,3699.0,116.5,221,1061,27,
392,881.0,3712.0,117.8,214,1036,26,
393,883.0,3720.4,117.8,214,1036,26,
394,885.0,3728.8,117.1,218,1050,26,
395,887.0,3737.4,118.0,213,1033,27,
396,889.0,3745.9,118.7,209,1020,26,
397,892.0,3758.4,120.1,202,995,27,
398,894.0,3766.6,120.1,202,995,27,
399,896.0,3774.9,120.6,200,986,28,
400,898.0,3783.3,120.2,202,993,27,
401,900.0,3791.7,120.5,200,988,28,
402,903.0,3804.3,120.4,201,990,27,
403,905.0,3812.6,120.4,201,990,27,
404,907.0,3820.8,120.0,203,997,27,
405,909.0,3829.2,120.4,201,990,27,
406,911.0,3837.8,119.4,206,1007,27,
407,914.0,3850.4,119.7,204,1002,27,
408,916.0,3858.7,119.7,204,1002,27,
409,918.0,3867.0,119.8,204,1000,27,
410,920.0,3875.2,121.1,197,978,27,
411,922.0,3883.6,122.1,192,961,28,
412,925.0,3896.0,121.6,195,969,28,
413,927.0,3904.1,121.6,195,969,28,
414,929.0,3912.3,122.1,192,961,28,
415,931.0,3920.6,121.5,195,971,28,
416,933.0,3929.0,120.7,199,985,28,
417,935.0,3937.4,120.6,200,986,27,
418,938.0,3950.0,120.1,202,995,28,
419,940.0,3958.2,120.1,202,995,28,
420,942.0,3966.4,120.6,200,986,28,
421,944.0,3974.8,120.9,198,981,27,
422,946.0,3983.2,120.3,201,991,27,
423,949.0,3995.7,121.3,196,974,28,
424,951.0,4003.9,121.3,196,974,28,
425,953.0,4012.0,121.5,195,971,27,
426,955.0,4020.3,122.7,189,952,27,
427,957.0,4028.6,121.7,194,968,28,
428,960.0,4041.2,120.3,201,991,28,
429,962.0,4049.5,120.3,201,991,28,
430,964.0,4057.8,119.7,204,1002,27,
431,966.0,4066.4,118.9,208,1016,27,
432,968.0,4075.1,117.3,217,1046,27,
433,971.0,4087.7,118.3,211,1027,27,
434,973.0,4096.1,118.7,209,1020,26,
435,975.0,4104.6,119.2,207,1011,27,
436,977.0,4113.1,118.3,211,1027,27,
437,980.0,4125.8,119.2,207,1011,27,
438,982.0,4134.3,118.6,210,1022,27,
439,984.0,4142.9,117.4,216,1044,27,
440,986.0,4151.5,116.6,221,1059,27,
441,989.0,4164.4,116.9,219,1054,27,
442,991.0,4172.8,116.9,219,1054,27,
443,993.0,4181.3,117.6,215,1040,27,
444,995.0,4189.8,118.8,209,1018,27,
445,997.0,4198.2,119.0,208,1014,28,
446,1000.0,4210.9,119.1,207,1013,28,
447,1002.0,4219.2,119.1,207,1013,28,
448,1004.0,4227.5,120.2,202,993,28,
449,1006.0,4236.0,120.2,202,993,28,
450,1008.0,4244.5,118.5,210,1023,27,
451,1010.0,4253.0,118.6,210,1022,27,
452,1013.0,4265.5,119.5,205,1005,28,
453,1015.0,4273.8,119.9,203,998,27,
454,1017.0,4282.1,120.5,200,988,27,
455,1019.0,4290.5,120.0,203,997,27,
456,1021.0,4299.0,119.9,203,998,27,
457,1024.0,4311.6,119.1,207,1013,28,
458,1026.0,4320.0,119.1,207,1013,28,
459,1028.0,4328.4,118.5,210,1023,28,
460,1030.0,4337.1,118.0,213,1033,27,
461,1032.0,4345.6,117.7,215,1038,27,
462,1035.0,4358.4,118.9,208,1016,27,
463,1037.0,4366.8,118.9,208,1016,27,
464,1039.0,4375.3,117.6,215,1040,27,
465,1041.0,4383.9,117.1,218,1050,27,
466,1043.0,4392.5,117.6,215,1040,27,
467,1046.0,4405.2,118.0,213,1033,27,
468,1048.0,4413.6,118.3,211,1027,27,
469,1050.0,4422.2,117.6,215,1040,27,
470,1052.0,4430.8,117.6,215,1040,27,
471,1055.0,4443.6,118.7,209,1020,27,
472,1057.0,4451.9,118.7,209,1020,27,
473,1059.0,4460.3,118.6,210,1022,27,
474,1061.0,4468.8,119.4,206,1007,27,
475,1063.0,4477.2,119.3,206,1009,26,
476,1066.0,4489.8,119.5,205,1005,27,
477,1068.0,4498.2,118.5,210,1023,27,
478,1070.0,4506.7,118.7,209,1020,27,
479,1072.0,4515.2,118.4,211,1025,27,
480,1075.0,4528.3,116.1,224,1069,27,
481,1077.0,4536.8,116.1,224,1069,27,
482,1079.0,4545.3,116.1,224,1069,27,
483,1081.0,4553.9,117.6,215,1040,28,
484,1083.0,4562.6,116.7,220,1057,28,
485,1086.0,4575.4,118.7,209,1020,27,
486,1088.0,4583.7,118.7,209,1020,27,
487,1090.0,4592.2,118.7,209,1020,27,
488,1092.0,4600.7,118.0,213,1033,27,
489,1094.0,4609.6,117.0,219,1052,27,
490,1097.0,4622.4,116.2,223,1067,27,
491,1099.0,4630.8,117.0,219,1052,26,
492,1101.0,4639.3,118.4,211,1025,27,
493,1103.0,4647.8,119.1,207,1013,27,
494,1106.0,4660.3,119.5,205,1005,27,
495,1108.0,4668.6,120.2,202,993,27,
496,1110.0,4677.1,119.3,206,1009,28,
497,1112.0,4685.6,118.3,211,1027,27,
498,1114.0,4694.2,118.9,208,1016,27,
499,1117.0,4706.8,118.3,211,1027,27,
500,1119.0,4715.1,119.0,208,1014,27,
501,1121.0,4723.5,119.1,207,1013,27,
502,1123.0,4732.0,120.1,202,995,27,
503,1126.0,4744.6,119.7,204,1002,27,
504,1128.0,4752.9,119.7,204,1002,27,
505,1130.0,4761.3,119.5,205,1005,27,
506,1132.0,4769.7,119.5,205,1005,27,
507,1135.1,4782.4,119.3,206,1009,27,
508,1137.1,4790.8,119.3,206,1009,27,
509,1139.0,4799.1,118.8,209,1018,26,
510,1141.0,4807.5,119.4,206,1007,26,
511,1144.0,4820.2,119.8,204,1000,26,
512,1146.1,4828.5,119.8,204,1000,26,
513,1148.0,4836.7,120.1,202,995,27,
514,1150.0,4845.3,119.5,205,1005,27,
515,1153.1,4858.3,117.2,217,1048,27,
516,1155.1,4866.8,117.2,217,1048,27,
517,1157.0,4875.3,116.5,221,1061,26,
518,1159.0,4884.0,116.9,219,1054,26,
519,1162.1,4896.9,116.4,222,1063,26,
520,1164.0,4905.2,117.4,216,1044,26,
521,1166.0,4914.0,117.8,214,1036,26,
522,1169.1,4927.1,115.1,230,1089,25,
523,1171.0,4935.6,115.3,228,1085,25,
524,1173.0,4944.4,116.7,220,1057,25,
525,1176.0,4957.1,117.3,217,1046,26,
526,1178.0,4965.5,117.7,215,1038,26,
527,1180.0,4974.0,118.1,212,1031,26,
528,1183.0,4986.7,120.2,202,993,26,
529,1185.0,4994.9,120.2,202,993,26,
530,1187.0,5003.2,120.4,201,990,26,
531,1189.0,5011.7,119.9,203,998,27,
532,1192.0,5024.5,118.6,210,1022,26,
533,1194.0,5032.9,118.0,213,1033,26,
534,1196.0,5041.3,118.1,212,1031,27,
535,1198.0,5049.9,119.6,205,1004,27,
536,1201.0,5062.3,119.9,203,998,27,
537,1203.0,5070.5,120.6,200,986,27,
538,1205.0,5078.7,121.5,195,971,27,
539,1207.0,5087.2,121.4,196,973,27,
540,1210.0,5099.8,120.0,203,997,26,
541,1212.0,5108.0,119.2,207,1011,26,
542,1214.0,5116.3,120.2,202,993,26,
543,1217.1,5129.1,121.2,197,976,26,
544,1219.1,5137.2,121.2,197,976,26,
545,1221.1,5145.6,120.1,202,995,26,
546,1223.1,5154.2,119.1,207,1013,26,
547,1226.1,5166.7,119.6,205,1004,26,
548,1228.1,5175.0,119.9,203,998,27,
549,1230.0,5183.5,118.8,209,1018,26,
550,1233.1,5196.1,120.2,202,993,27,
551,1235.1,5204.4,120.2,202,993,27,
552,1237.1,5212.6,120.3,201,991,27,
553,1239.1,5220.9,121.4,196,973,27,
554,1241.1,5229.3,121.9,193,964,27,
555,1244.1,5241.8,120.4,201,990,28,
556,1246.1,5250.0,120.4,201,990,28,
557,1248.1,5258.3,120.7,199,985,27,
558,1250.1,5266.7,120.9,198,981,26,
559,1253.1,5279.1,121.6,195,969,27,
560,1255.1,5287.3,121.6,195,969,27,
561,1257.1,5295.7,120.8,199,983,27,
562,1259.1,5304.1,119.7,204,1002,27,
563,1262.1,5316.6,120.5,200,988,27,
564,1264.1,5324.8,120.5,200,988,27,
565,1266.1,5333.2,120.8,199,983,27,
566,1268.1,5341.5,120.3,201,991,27,
567,1271.1,5354.0,121.1,197,978,27,
568,1273.1,5362.1,121.1,197,978,27,
569,1275.1,5370.4,121.4,196,973,27,
570,1277.1,5378.5,121.7,194,968,26,
571,1280.1,5391.0,122.6,190,953,27,
572,1282.1,5399.1,122.6,190,953,27,
573,1284.1,5407.3,121.4,196,973,27,
574,1286.1,5415.5,121.9,193,964,27,
575,1288.1,5423.9,122.0,193,963,27,
576,1291.1,5436.2,121.8,194,966,27,
577,1293.1,5444.3,122.3,191,958,26,
578,1295.1,5452.6,121.9,193,964,27,
579,1297.1,5461.1,120.9,198,981,27,
580,1300.1,5473.7,119.1,207,1013,27,
581,1302.1,5482.1,119.1,207,1013,27,
582,1304.1,5490.5,118.3,211,1027,27,
583,1306.1,5499.1,119.1,207,1013,26,
584,1309.1,5511.5,119.5,205,1005,27,
585,1311.1,5519.7,121.1,197,978,27,
586,1313.1,5527.9,121.6,195,969,27,
587,1315.1,5536.4,121.3,196,974,27,
588,1318.1,5548.9,121.1,197,978,27,
589,1320.1,5557.0,121.1,197,978,27,
590,1322.1,5565.3,121.3,196,974,26,
591,1324.1,5573.7,120.5,200,988,27,
592,1327.1,5586.2,120.8,199,983,27,
593,1329.1,5594.5,120.4,201,990,27,
594,1331.1,5602.7,120.6,200,986,27,
595,1333.1,5611.1,121.2,197,976,27,
596,1336.1,5623.4,121.5,195,971,27,
597,1338.1,5631.5,122.1,192,961,27,
598,1340.1,5639.8,122.1,192,961,27,
599,1342.1,5648.2,121.4,196,973,27,
600,1345.1,5660.6,121.6,195,969,27,
601,1347.1,5668.8,121.6,195,969,27,
602,1349.1,5677.1,121.2,197,976,27,
603,1351.1,5685.3,121.4,196,973,27,
604,1354.1,5697.8,121.8,194,966,26,
605,1356.1,5705.9,121.8,194,966,26,
606,1358.1,5714.4,120.2,202,993,27,
607,1360.1,5723.0,118.7,209,1020,26,
608,1363.1,5735.6,118.8,209,1018,26,
609,1365.1,5743.9,118.9,208,1016,26,
610,1367.1,5752.6,118.9,208,1016,27,
611,1370.1,5765.6,116.8,220,1055,26,
