Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,0.8,2.1,189.8,51,476,,
2,2.3,6.6,173.1,67,532,40,
3,3.4,9.8,173.1,67,532,40,
4,7.0,20.7,166.8,75,559,17,
5,8.1,24.1,166.8,75,559,17,
6,9.3,28.6,144.0,117,703,53,
7,10.4,32.4,144.0,117,703,53,
8,11.7,37.3,135.1,142,788,48,
9,13.0,42.2,131.9,153,824,47,
10,14.3,47.0,131.9,153,824,47,
11,15.6,51.9,131.9,153,824,43,
12,17.1,57.8,131.3,155,832,45,
13,18.2,61.9,131.3,155,832,45,
14,19.5,66.8,130.9,156,837,47,
15,20.7,71.9,129.2,162,858,48,
16,22.0,77.1,125.7,176,906,50,
17,23.3,82.2,124.6,181,922,49,
18,24.3,86.3,124.6,181,922,49,
19,25.6,91.5,123.9,184,933,48,
20,26.9,96.8,123.9,184,933,48,
21,28.2,102.0,123.4,186,941,47,
22,29.5,107.3,123.4,186,941,47,
23,30.8,112.7,122.7,189,952,46,
24,32.1,118.0,122.9,189,948,47,
25,33.4,123.1,123.2,187,944,48,
26,34.7,128.5,123.6,185,937,48,
27,36.0,133.7,123.5,186,939,47,
28,37.0,138.0,123.5,186,939,47,
29,38.3,143.3,122.7,189,952,48,
30,39.6,148.6,123.5,186,939,48,
31,40.9,153.9,124.2,183,928,46,
32,42.2,159.1,123.6,185,937,49,
33,43.3,163.3,123.6,185,937,49,
34,44.6,168.7,123.4,186,941,49,
35,45.8,173.8,123.2,187,944,48,
36,47.1,179.0,124.6,181,922,47,
37,48.4,184.0,124.6,181,922,47,
38,49.9,190.1,127.5,169,881,45,
39,51.2,195.1,127.4,169,882,47,
40,52.5,200.3,127.4,169,882,46,
41,53.8,205.3,126.9,171,889,47,
42,55.0,210.3,126.5,173,895,47,
43,56.3,215.4,126.8,172,890,45,
44,57.6,220.5,126.8,172,890,45,
45,58.9,225.4,126.9,171,889,44,
46,60.2,230.4,127.4,169,882,46,
47,61.4,235.4,128.4,165,869,48,
48,62.7,240.5,129.1,163,859,46,
49,64.0,245.5,129.3,162,857,45,
50,65.3,250.4,129.0,163,861,46,
51,66.9,256.4,130.4,158,843,43,
52,68.1,261.4,132.0,152,823,45,
53,69.4,266.2,132.0,152,823,45,
54,70.9,272.0,132.1,152,822,44,
55,72.3,277.0,130.3,158,844,44,
56,73.5,282.0,130.3,158,844,44,
57,75.1,288.0,128.5,165,867,43,
58,76.4,293.1,127.7,168,878,45,
59,77.7,298.2,128.2,166,871,44,
60,78.9,303.1,128.2,166,871,44,
