Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,0.6,1.7,0.0,,,,
2,1.9,5.8,182.0,58,499,,
3,3.2,9.9,159.7,86,595,51,
4,4.5,14.3,146.5,111,683,49,
5,5.8,18.9,139.0,130,748,50,
6,6.8,22.8,134.4,144,796,52,
7,7.9,26.7,134.4,144,796,52,
8,9.2,31.9,128.7,164,865,51,
9,10.2,35.9,128.7,164,865,51,
10,11.5,41.0,128.0,167,874,50,
11,12.8,46.0,128.7,164,865,48,
12,14.1,51.1,128.8,164,863,50,
13,15.1,55.1,127.1,170,886,52,
14,16.4,60.2,126.4,173,896,52,
15,17.4,64.3,126.4,173,896,52,
16,18.7,69.4,125.8,176,905,52,
17,19.7,73.6,125.8,176,905,52,
18,21.0,78.6,125.1,179,915,51,
19,22.2,83.6,126.7,172,892,49,
20,23.3,87.7,126.7,172,892,49,
21,24.6,92.9,125.2,178,913,50,
22,25.8,98.1,124.6,181,922,51,
23,26.9,102.2,124.6,181,922,51,
24,28.2,107.4,125.2,178,913,50,
25,29.2,111.5,125.2,178,913,50,
26,30.5,116.7,125.4,177,910,51,
27,31.8,121.8,125.9,175,903,50,
28,32.8,125.9,126.3,174,897,52,
29,34.1,130.9,127.1,170,886,51,
30,35.1,135.0,127.7,168,878,52,
31,36.4,140.0,127.9,167,875,50,
32,37.4,144.0,127.9,167,875,50,
33,38.7,149.1,129.7,160,852,50,
34,39.8,153.1,129.7,160,852,50,
35,41.1,158.2,129.4,162,855,51,
36,42.4,163.1,129.1,163,859,49,
37,43.7,168.1,129.8,160,850,47,
38,44.9,173.1,129.0,163,861,49,
39,46.2,178.1,127.2,170,885,47,
40,47.5,183.2,126.1,175,900,48,
41,48.8,188.4,125.2,178,913,47,
42,50.1,193.6,124.0,184,931,46,
43,51.1,197.8,124.0,184,931,46,
44,52.4,203.1,122.8,189,950,49,
45,53.7,208.4,123.7,185,936,50,
46,55.0,213.6,123.5,186,939,48,
47,56.3,218.8,124.1,183,930,47,
48,57.3,223.1,124.1,183,930,47,
49,58.6,228.4,124.2,183,928,49,
50,59.9,233.5,124.9,180,918,48,
51,61.2,238.6,126.0,175,902,47,
52,62.5,243.7,127.0,171,888,47,
53,63.8,248.8,126.9,171,889,48,
54,65.0,253.8,126.1,175,900,48,
55,66.1,257.9,126.1,175,900,48,
56,67.4,263.2,125.4,177,910,49,
57,68.7,268.5,124.8,180,919,47,
58,70.2,274.8,121.9,193,964,43,
59,71.5,280.1,121.9,193,964,43,
60,73.1,286.5,122.8,189,950,43,
61,74.4,291.9,122.8,189,950,43,
62,75.9,298.3,123.5,186,939,42,
63,77.2,303.5,123.5,186,939,42,
64,78.8,309.8,124.6,181,922,42,
65,80.3,315.9,125.7,176,906,41,
66,81.6,320.9,125.7,176,906,41,
67,83.1,327.1,125.9,175,903,42,
68,84.4,332.2,125.9,175,903,42,
69,86.0,338.3,127.5,169,881,42,
70,87.5,344.4,127.7,168,878,41,
71,88.8,349.3,127.9,167,875,44,
72,90.1,354.4,128.7,164,865,45,
73,91.4,359.5,128.7,164,865,45,
74,92.9,365.4,128.7,164,865,45,
75,94.2,370.4,130.0,159,848,44,
76,95.5,375.3,130.0,159,848,44,
77,97.0,381.3,131.2,155,833,44,
78,98.3,386.2,131.4,154,830,44,
79,99.6,391.0,131.4,154,830,44,
80,101.2,397.0,131.7,153,827,45,
81,102.4,401.9,131.7,153,827,45,
82,103.8,406.9,131.2,155,833,42,
83,105.3,412.9,130.7,157,839,44,
84,106.5,417.6,130.7,157,839,44,
85,108.1,423.4,132.9,149,813,43,
86,109.4,428.3,132.9,149,813,43,
87,110.9,434.2,132.2,151,821,43,
88,112.2,439.2,131.0,156,835,44,
89,113.5,444.0,131.0,156,835,44,
90,115.1,449.9,133.1,148,810,45,
91,116.4,455.0,132.0,152,823,44,
92,117.7,459.9,132.2,151,821,45,
93,119.0,464.9,133.0,149,812,46,
94,120.3,469.6,133.0,149,812,46,
95,121.9,475.6,132.8,149,814,44,
