Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,0.2,0.5,0.0,,,,
2,3.2,12.1,130.7,157,839,27,
3,5.2,20.1,130.7,157,839,27,
4,7.2,28.4,123.8,184,934,27,
5,9.2,37.0,120.0,203,997,26,
6,12.2,49.4,118.7,209,1020,25,
7,14.2,57.6,120.4,201,990,25,
8,17.2,70.5,118.5,210,1023,25,
9,19.2,78.7,118.5,210,1023,25,
10,21.2,87.1,119.6,205,1004,26,
11,24.2,99.7,120.8,199,983,26,
12,26.2,108.0,119.9,203,998,25,
13,28.2,116.6,118.7,209,1020,25,
14,31.2,129.1,118.6,210,1022,26,
15,33.2,137.2,120.9,198,981,25,
16,35.2,145.7,121.6,195,969,26,
17,38.2,158.5,119.7,204,1002,26,
18,40.2,166.8,117.9,214,1034,25,
19,43.2,179.4,121.8,194,966,25,
20,45.2,187.5,121.8,194,966,25,
21,47.2,195.9,120.9,198,981,25,
22,50.2,208.7,118.3,211,1027,26,
23,52.2,217.1,118.3,211,1027,26,
24,54.2,225.6,117.7,215,1038,26,
25,57.2,238.3,119.7,204,1002,26,
26,59.2,246.6,119.7,204,1002,26,
27,61.2,255.0,119.3,206,1009,26,
28,64.3,267.7,120.5,200,988,26,
29,66.3,276.0,120.5,200,988,26,
30,68.3,284.4,118.7,209,1020,26,
31,71.3,297.3,118.4,211,1025,26,
32,73.3,305.5,118.4,211,1025,26,
33,75.3,314.0,119.3,206,1009,26,
34,78.3,326.6,119.9,203,998,25,
35,80.3,334.8,119.9,203,998,25,
36,82.2,343.5,119.3,206,1009,25,
37,85.3,356.1,118.2,212,1029,25,
38,87.3,364.4,119.4,206,1007,25,
39,90.3,377.0,121.6,195,969,26,
40,92.3,384.9,121.6,195,969,26,
41,94.3,393.1,123.5,186,939,25,
42,97.3,405.8,121.6,195,969,26,
43,99.2,414.0,119.7,204,1002,25,
44,102.3,426.7,120.3,201,991,24,
45,104.3,434.8,120.2,202,993,24,
46,107.3,447.5,121.1,197,978,25,
47,109.3,455.6,121.1,197,978,25,
48,111.2,463.9,121.0,198,979,25,
49,114.3,476.3,121.4,196,973,25,
50,116.3,484.5,121.4,196,973,25,
51,119.3,497.2,120.5,200,988,25,
52,121.3,505.4,120.5,200,988,25,
53,123.2,513.8,120.5,200,988,25,
54,126.3,526.1,121.0,198,979,25,
55,128.3,534.4,120.9,198,981,25,
56,131.3,546.9,121.3,196,974,25,
57,133.3,555.0,120.8,199,983,25,
58,135.3,563.5,121.8,194,966,25,
59,138.3,575.7,121.0,198,979,25,
60,140.2,583.8,123.2,187,944,25,
61,143.2,595.9,124.9,180,918,25,
62,145.3,603.9,124.9,180,918,25,
63,147.3,612.0,124.0,184,931,26,
64,150.3,624.4,122.9,189,948,26,
65,152.2,632.4,122.9,189,948,26,
66,154.3,640.6,123.2,187,944,26,
67,157.2,653.0,122.4,191,956,25,
68,159.2,661.2,121.5,195,971,24,
69,162.3,673.7,121.6,195,969,24,
70,165.2,686.4,120.0,203,997,22,
71,167.3,694.6,120.0,203,997,22,
72,170.2,707.0,120.7,199,985,23,
73,173.3,719.6,121.6,195,969,23,
74,175.2,727.7,121.6,195,969,23,
75,178.2,740.5,119.5,205,1005,24,
76,180.3,748.8,119.5,205,1005,24,
77,183.3,761.4,120.5,200,988,24,
78,185.2,769.5,120.5,200,988,24,
79,188.2,782.1,121.6,195,969,24,
80,190.3,790.1,121.6,195,969,24,
81,193.3,802.7,121.0,198,979,25,
82,195.3,810.8,121.0,198,979,25,
83,197.2,819.0,122.0,193,963,25,
84,200.2,831.2,123.2,187,944,25,
85,202.2,839.4,122.3,191,958,25,
86,205.2,851.9,121.6,195,969,25,
87,207.2,859.8,122.3,191,958,25,
88,209.2,868.1,123.8,184,934,25,
89,212.2,880.1,122.8,189,950,25,
90,214.2,888.2,124.5,181,924,24,
91,217.2,900.5,124.6,181,922,25,
92,219.2,908.4,124.6,181,922,25,
93,221.2,916.7,123.6,185,937,25,
94,224.2,928.9,122.9,189,948,25,
95,226.2,937.0,123.0,188,947,25,
96,229.3,949.4,123.2,187,944,25,
97,231.2,957.4,123.2,187,944,25,
98,234.2,970.2,119.1,207,1013,24,
99,236.2,978.4,119.1,207,1013,24,
100,239.3,991.1,120.8,199,983,24,
101,241.2,999.1,120.8,199,983,24,
102,244.3,1012.0,120.1,202,995,24,
103,246.2,1020.0,120.1,202,995,24,
104,248.2,1028.5,120.0,203,997,24,
105,251.3,1040.8,120.5,200,988,25,
106,253.2,1049.0,122.5,190,955,25,
107,256.2,1061.6,121.1,197,978,25,
108,258.2,1069.8,121.1,197,978,25,
109,260.2,1078.5,118.7,209,1020,25,
110,263.2,1091.2,117.5,216,1042,24,
111,266.2,1104.2,118.2,212,1029,24,
112,268.2,1112.4,118.2,212,1029,24,
113,271.2,1125.1,120.3,201,991,24,
114,273.2,1133.1,120.3,201,991,24,
115,275.2,1141.4,121.5,195,971,25,
116,278.2,1153.9,121.8,194,966,25,
117,280.2,1162.0,121.9,193,964,25,
118,283.2,1174.8,120.1,202,995,25,
119,285.2,1182.9,120.1,202,995,25,
120,287.2,1191.2,120.4,201,990,25,
121,290.2,1203.5,122.5,190,955,25,
122,292.2,1211.7,122.2,192,960,25,
123,295.2,1224.6,118.9,208,1016,24,
124,297.2,1232.8,118.9,208,1016,24,
125,300.2,1245.7,119.0,208,1014,25,
126,302.2,1254.0,119.0,208,1014,25,
127,304.2,1262.6,118.0,213,1033,25,
128,307.2,1275.2,118.4,211,1025,24,
129,310.2,1288.1,118.7,209,1020,24,
130,312.2,1296.3,118.7,209,1020,24,
131,314.2,1304.9,119.0,208,1014,24,
132,317.2,1317.3,119.1,207,1013,24,
133,319.2,1325.8,120.3,201,991,25,
134,322.2,1338.5,119.5,205,1005,24,
135,324.2,1346.8,118.6,210,1022,25,
136,327.2,1359.5,119.9,203,998,24,
137,329.3,1367.7,120.2,202,993,25,
138,332.3,1380.5,119.7,204,1002,25,
139,334.3,1388.7,119.7,204,1002,25,
140,336.2,1397.1,119.6,205,1004,25,
141,339.3,1409.5,121.1,197,978,25,
142,341.2,1417.5,122.4,191,956,26,
143,343.3,1425.8,122.9,189,948,26,
144,346.3,1438.0,123.3,187,942,25,
145,348.3,1446.1,123.1,188,945,25,
146,350.3,1454.5,121.6,195,969,25,
147,353.3,1466.8,122.2,192,960,25,
148,355.3,1475.1,120.7,199,985,25,
149,358.3,1487.8,119.8,204,1000,25,
150,360.3,1496.0,119.8,204,1000,25,
151,362.2,1504.5,120.3,201,991,25,
152,365.3,1517.0,120.2,202,993,25,
153,367.2,1525.3,119.9,203,998,25,
154,370.3,1538.0,120.5,200,988,25,
155,372.3,1546.1,120.5,200,988,25,
156,374.3,1554.6,120.2,202,993,25,
157,377.3,1567.1,120.9,198,981,26,
158,379.2,1575.2,120.9,198,981,26,
159,381.3,1583.6,121.2,197,976,26,
160,384.3,1596.3,120.2,202,993,26,
161,386.3,1604.4,120.2,202,993,26,
162,388.2,1612.7,121.2,197,976,25,
163,391.3,1625.2,121.2,197,976,26,
164,393.3,1633.4,121.2,197,976,26,
165,395.3,1641.7,119.9,203,998,26,
166,398.3,1654.3,120.8,199,983,26,
167,400.3,1662.4,120.8,199,983,26,
168,402.3,1670.8,121.3,196,974,26,
169,405.3,1683.6,120.5,200,988,26,
170,407.3,1691.8,120.5,200,988,26,
171,409.3,1699.9,120.7,199,985,26,
172,411.3,1708.4,121.8,194,966,26,
173,414.3,1720.8,120.8,199,983,26,
174,416.3,1729.1,120.2,202,993,26,
175,419.3,1742.0,119.2,207,1011,25,
176,421.3,1750.2,119.2,207,1011,25,
177,423.3,1758.8,119.0,208,1014,25,
178,426.3,1771.6,117.4,216,1044,25,
179,428.3,1780.2,117.5,216,1042,24,
180,431.3,1792.9,117.3,217,1046,25,
181,433.3,1801.3,118.4,211,1025,24,
182,436.3,1814.0,119.2,207,1011,24,
