Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,0.9,3.5,132.0,152,823,,
2,2.9,12.1,116.6,221,1059,28,
3,4.9,20.8,116.6,221,1059,28,
4,6.9,29.9,114.1,236,1110,29,
5,8.8,39.1,109.5,267,1217,28,
6,10.8,48.5,108.6,273,1240,28,
7,12.8,58.0,107.1,285,1280,28,
8,15.9,72.4,105.3,300,1331,27,
9,17.9,81.8,105.3,300,1331,27,
10,19.9,91.4,105.2,301,1334,27,
11,21.8,100.9,104.6,306,1352,28,
12,23.9,110.7,104.9,303,1343,27,
13,26.9,125.2,103.7,314,1380,28,
14,28.8,134.7,103.7,314,1380,28,
15,30.9,144.3,104.6,306,1352,28,
16,32.8,153.8,104.8,304,1346,28,
17,34.8,163.5,104.0,311,1370,28,
18,36.9,173.2,104.3,308,1361,28,
19,38.8,182.9,104.5,307,1355,28,
20,41.8,197.3,104.1,310,1367,28,
21,43.8,206.9,104.1,310,1367,28,
22,45.9,216.5,104.0,311,1370,28,
23,47.8,226.2,103.7,314,1380,28,
24,49.8,236.0,103.3,318,1392,28,
25,51.8,245.8,103.5,316,1386,28,
26,54.9,260.3,104.4,308,1358,28,
27,56.9,269.8,104.7,305,1349,28,
28,58.8,279.4,104.7,305,1349,28,
29,60.8,289.0,103.8,313,1377,29,
30,62.8,298.6,104.1,310,1367,28,
31,64.8,308.2,104.8,304,1346,28,
32,66.8,317.8,104.7,305,1349,29,
33,68.8,327.5,104.4,308,1358,28,
34,70.8,337.0,104.7,305,1349,29,
35,73.8,351.4,105.3,300,1331,29,
36,75.9,360.9,104.7,305,1349,29,
37,77.8,370.4,104.7,305,1349,29,
38,79.9,380.0,105.4,299,1328,29,
39,81.8,389.4,104.9,303,1343,29,
40,83.8,399.1,104.6,306,1352,29,
41,85.8,408.7,104.5,307,1355,29,
42,87.8,418.3,104.4,308,1358,28,
43,89.8,427.9,105.0,302,1340,29,
44,91.8,437.5,105.4,299,1328,29,
45,93.8,446.8,105.9,295,1314,29,
46,96.9,461.0,106.6,289,1294,29,
47,98.9,470.5,104.9,303,1343,29,
48,100.9,480.1,104.9,303,1343,29,
49,102.8,489.5,104.4,308,1358,28,
50,104.8,498.8,106.3,291,1302,28,
51,106.8,508.2,107.1,285,1280,28,
52,108.8,517.7,106.9,287,1286,29,
53,110.8,527.1,106.7,288,1291,28,
54,112.8,536.3,108.0,278,1256,29,
55,115.8,550.1,109.7,265,1212,29,
56,117.8,559.2,108.9,271,1232,29,
57,119.8,568.5,108.9,271,1232,29,
58,121.8,577.7,108.0,278,1256,28,
59,123.8,587.0,107.7,280,1264,28,
60,125.8,596.4,107.3,283,1275,28,
61,127.8,605.8,107.9,279,1258,28,
62,129.8,615.0,108.4,275,1245,28,
63,132.8,628.8,110.1,262,1202,29,
64,134.8,637.7,111.7,251,1164,29,
65,136.8,646.7,111.7,251,1164,29,
66,138.8,655.8,110.0,263,1205,28,
67,140.8,664.8,110.3,261,1197,28,
68,142.8,673.9,111.3,254,1173,28,
69,144.8,683.0,110.6,259,1190,28,
70,146.8,692.2,110.5,259,1192,29,
71,149.8,705.9,110.8,257,1185,28,
72,151.8,714.8,110.8,257,1185,28,
73,153.8,723.8,111.1,255,1178,28,
74,155.8,732.7,111.3,254,1173,28,
75,157.8,741.7,112.6,245,1143,28,
76,159.8,750.9,111.1,255,1178,28,
77,161.8,760.2,109.4,267,1219,28,
78,163.8,769.5,108.4,275,1245,28,
79,166.8,783.6,106.9,287,1286,28,
80,168.8,792.7,106.9,287,1286,28,
81,170.8,801.9,108.6,273,1240,28,
82,172.8,811.1,109.1,270,1227,28,
83,174.8,820.4,108.0,278,1256,28,
84,176.8,829.8,108.1,277,1253,28,
85,179.8,843.9,108.1,277,1253,28,
86,181.8,853.1,107.5,282,1269,28,
87,183.8,862.4,107.5,282,1269,28,
88,185.8,871.6,107.4,283,1272,28,
89,187.8,880.9,107.7,280,1264,28,
90,189.8,890.2,108.4,275,1245,28,
91,191.8,899.5,108.7,273,1237,28,
92,193.8,908.8,108.4,275,1245,28,
93,196.8,922.1,113.0,243,1134,28,
94,198.8,931.1,113.0,243,1134,28,
95,200.8,940.2,111.1,255,1178,29,
96,202.8,949.5,109.4,267,1219,29,
97,204.8,958.6,108.5,274,1243,28,
98,206.8,967.6,109.9,264,1207,27,
99,208.8,976.8,111.3,254,1173,28,
100,210.8,985.8,111.6,252,1166,28,
101,213.9,999.4,110.7,258,1187,28,
102,215.9,1008.2,110.7,258,1187,28,
103,218.0,1016.2,114.0,236,1113,28,
104,221.0,1027.3,128.0,167,874,28,
105,223.0,1034.5,136.4,138,774,28,
106,226.0,1045.0,139.7,128,741,28,
107,227.9,1051.9,144.2,117,701,28,
108,230.9,1062.0,146.2,112,685,28,
109,234.0,1072.3,148.7,106,666,28,
110,236.0,1078.9,148.7,106,666,28,
111,239.0,1089.2,148.1,108,670,28,
112,240.9,1095.9,147.3,110,676,28,
113,244.0,1106.1,147.9,108,672,28,
114,245.9,1112.8,148.4,107,668,28,
115,248.9,1122.9,148.9,106,664,28,
116,251.9,1133.0,149.9,104,657,28,
117,253.9,1139.7,149.9,104,657,28,
118,256.9,1149.6,149.6,105,659,28,
119,259.9,1159.6,152.5,99,639,28,
120,261.9,1166.1,152.5,99,639,28,
121,264.9,1176.0,152.4,99,640,28,
122,267.9,1186.0,151.7,100,645,28,
123,269.9,1192.5,151.7,100,645,28,
124,272.9,1202.3,150.8,102,651,28,
125,0.0,0.0,0.0,,,,
126,2.8,12.4,117.0,219,1052,27,
127,4.8,20.9,117.0,219,1052,27,
128,6.8,29.5,116.0,224,1071,28,
129,8.8,38.2,115.3,228,1085,28,
130,10.8,46.9,116.2,223,1067,27,
131,13.8,59.9,116.7,220,1057,27,
132,15.8,68.4,116.7,220,1057,27,
133,17.8,76.8,117.8,214,1036,28,
134,19.8,85.4,117.5,216,1042,28,
135,21.8,94.0,117.0,219,1052,27,
136,23.8,102.6,117.0,219,1052,27,
137,26.8,115.3,118.0,213,1033,27,
138,28.8,123.7,118.1,212,1031,27,
139,30.8,132.2,118.2,212,1029,27,
140,32.8,140.8,118.5,210,1023,28,
141,35.8,153.5,119.3,206,1009,27,
142,37.8,161.7,119.3,206,1009,27,
143,39.8,170.0,119.4,206,1007,27,
144,41.8,178.4,120.3,201,991,27,
145,43.8,186.9,119.7,204,1002,27,
146,46.8,199.7,118.9,208,1016,27,
147,48.8,208.0,118.9,208,1016,27,
148,50.8,216.4,118.5,210,1023,27,
149,52.8,224.9,119.0,208,1014,27,
150,54.8,233.6,118.3,211,1027,27,
151,57.8,246.7,115.9,225,1073,27,
152,59.8,255.2,115.9,225,1073,27,
153,61.8,263.7,116.9,219,1054,27,
154,63.8,272.1,117.4,216,1044,28,
155,65.8,280.6,118.9,208,1016,27,
156,68.8,293.1,121.2,197,976,27,
157,70.8,301.3,121.2,197,976,27,
158,72.8,309.7,120.3,201,991,27,
159,74.8,318.0,120.0,203,997,27,
160,76.8,326.5,119.9,203,998,27,
161,79.8,339.5,116.4,222,1063,27,
162,81.8,348.0,116.4,222,1063,27,
163,83.8,356.6,116.8,220,1055,27,
164,85.8,365.1,116.9,219,1054,27,
165,87.8,373.7,117.3,217,1046,27,
166,90.8,386.3,119.6,205,1004,27,
167,92.8,394.7,119.6,205,1004,27,
168,94.8,403.1,119.7,204,1002,28,
169,96.8,411.4,119.1,207,1013,27,
170,98.8,419.9,119.5,205,1005,28,
171,101.8,432.6,119.5,205,1005,27,
172,103.8,440.9,119.5,205,1005,27,
173,105.8,449.3,119.9,203,998,27,
174,107.8,457.8,118.8,209,1018,27,
175,109.8,466.3,118.8,209,1018,27,
176,112.8,479.0,119.1,207,1013,27,
177,114.8,487.3,118.3,211,1027,27,
178,116.8,495.6,119.4,206,1007,27,
179,118.8,504.1,120.1,202,995,27,
180,121.8,516.8,119.0,208,1014,27,
181,123.8,525.1,119.0,208,1014,27,
182,125.8,533.4,119.4,206,1007,27,
183,127.8,541.8,119.9,203,998,27,
184,129.8,550.4,119.7,204,1002,27,
185,132.8,563.0,118.4,211,1025,27,
186,134.8,571.3,119.2,207,1011,27,
187,136.8,579.6,120.3,201,991,27,
188,138.8,588.0,120.5,200,988,27,
189,141.8,600.7,119.7,204,1002,28,
190,143.8,609.0,119.7,204,1002,28,
191,145.8,617.4,119.3,206,1009,27,
192,147.8,626.0,118.1,212,1031,27,
193,149.8,634.8,116.6,221,1059,27,
194,152.8,647.8,115.4,228,1083,27,
195,154.8,656.4,115.9,225,1073,27,
196,156.8,665.0,115.6,227,1079,27,
197,158.8,673.9,115.0,230,1092,27,
198,160.8,682.7,114.7,232,1098,27,
199,163.8,695.8,115.3,228,1085,27,
200,165.8,704.5,115.3,228,1085,27,
201,167.8,713.2,114.7,232,1098,28,
202,169.8,721.9,114.7,232,1098,27,
203,171.8,730.7,115.2,229,1087,28,
204,174.8,743.7,116.9,219,1054,28,
205,176.8,752.2,116.9,219,1054,28,
206,178.8,760.6,116.9,219,1054,28,
207,180.8,769.1,117.9,214,1034,28,
208,182.8,777.6,118.0,213,1033,28,
209,184.8,786.2,118.0,213,1033,28,
210,187.8,799.0,118.5,210,1023,28,
211,189.8,807.5,118.5,210,1023,28,
212,191.8,815.9,117.4,216,1044,28,
213,193.8,824.5,117.6,215,1040,27,
214,195.8,833.2,115.8,225,1075,27,
215,197.8,842.2,115.8,225,1075,27,
216,200.8,855.4,114.3,234,1106,28,
217,202.8,864.0,114.3,234,1106,28,
218,204.8,872.6,114.7,232,1098,27,
219,206.8,881.3,116.3,222,1065,27,
220,208.8,890.0,116.4,222,1063,28,
221,211.8,902.8,118.3,211,1027,27,
222,213.8,911.1,118.3,211,1027,27,
223,215.8,919.5,118.6,210,1022,28,
224,217.8,928.0,118.4,211,1025,27,
225,219.8,936.7,117.7,215,1038,28,
226,222.8,949.8,115.7,226,1077,27,
227,224.8,958.3,115.7,226,1077,27,
228,226.8,966.8,116.7,220,1057,27,
229,228.8,975.5,117.1,218,1050,27,
230,231.8,988.6,116.2,223,1067,27,
231,233.8,997.2,116.2,223,1067,27,
232,235.8,1005.7,115.6,227,1079,27,
233,239.3,1017.4,119.2,207,1011,27,
234,241.3,1024.6,131.8,153,826,27,
235,244.3,1035.6,138.0,133,758,27,
236,246.3,1042.7,138.0,133,758,27,
237,249.3,1053.8,138.0,133,758,27,
238,251.3,1060.9,138.0,133,758,27,
239,254.3,1071.8,139.8,128,740,27,
240,256.3,1078.8,139.8,128,740,27,
241,259.3,1089.7,139.8,128,740,27,
242,261.3,1096.8,139.8,128,740,27,
243,264.3,1107.8,139.7,128,741,27,
244,266.3,1114.7,139.7,128,741,27,
245,269.3,1125.5,141.2,124,727,27,
246,271.3,1132.4,141.2,124,727,27,
247,274.3,1143.3,141.1,125,728,27,
248,276.3,1150.2,141.1,125,728,27,
249,279.3,1160.8,143.1,119,711,27,
250,281.3,1167.7,143.1,119,711,27,
251,284.3,1178.3,142.6,121,715,27,
252,286.3,1185.3,142.5,121,716,27,
253,289.3,1195.8,143.1,119,711,27,
254,292.3,1206.0,144.7,116,697,27,
255,0.3,2.4,106.7,288,1291,,
256,2.3,11.0,106.7,288,1291,,
257,4.3,20.0,115.4,228,1083,28,
258,6.3,29.1,110.8,257,1185,28,
259,8.3,38.1,110.3,261,1197,27,
260,11.3,51.6,113.6,239,1121,27,
261,13.3,60.1,113.6,239,1121,27,
262,15.3,68.8,115.1,230,1089,27,
263,17.3,77.6,114.7,232,1098,27,
264,19.3,86.3,115.3,228,1085,27,
265,22.3,99.4,116.1,224,1069,28,
266,24.3,107.8,116.1,224,1069,28,
267,26.3,116.4,116.7,220,1057,27,
268,28.3,125.1,116.2,223,1067,28,
269,30.3,133.8,116.0,224,1071,27,
270,33.3,146.9,115.6,227,1079,27,
271,35.3,155.5,115.6,227,1079,27,
272,37.3,164.1,115.5,227,1081,27,
273,39.3,172.8,115.8,225,1075,27,
274,41.3,181.8,115.4,228,1083,28,
275,44.3,195.2,113.0,243,1134,27,
276,46.3,203.8,113.0,243,1134,27,
277,48.3,212.3,115.2,229,1087,27,
278,50.3,221.2,115.9,225,1073,27,
279,52.3,230.2,113.8,237,1117,27,
280,55.3,243.4,113.2,241,1130,27,
281,57.3,252.0,113.8,237,1117,27,
282,59.3,260.9,113.9,237,1115,27,
283,61.3,269.8,113.7,238,1119,27,
284,64.3,283.1,113.7,238,1119,28,
285,66.3,291.9,113.7,238,1119,28,
286,68.3,300.8,113.1,242,1132,27,
287,70.3,309.6,112.5,246,1146,28,
288,72.3,318.5,113.1,242,1132,27,
289,74.3,327.7,113.4,240,1126,27,
290,77.3,340.9,114.5,233,1102,27,
291,79.3,349.5,114.5,233,1102,27,
292,81.3,358.2,115.3,228,1085,28,
293,83.3,367.1,114.3,234,1106,28,
294,85.3,376.1,113.2,241,1130,28,
295,87.3,384.9,113.4,240,1126,28,
296,90.3,398.0,115.0,230,1092,28,
297,92.3,406.5,115.0,230,1092,28,
298,94.3,415.1,116.7,220,1057,27,
299,96.3,423.8,116.3,222,1065,28,
300,98.3,432.5,115.7,226,1077,28,
301,100.3,441.2,115.8,225,1075,28,
302,103.3,454.3,114.9,231,1094,27,
303,105.3,463.1,114.9,231,1094,27,
304,107.3,471.9,112.6,245,1143,27,
305,109.3,480.8,113.1,242,1132,26,
306,112.3,494.0,115.1,230,1089,27,
307,114.3,502.5,115.1,230,1089,27,
308,116.3,511.1,116.4,222,1063,28,
309,118.3,519.9,115.3,228,1085,27,
310,120.3,528.6,115.8,225,1075,27,
311,123.3,541.7,115.7,226,1077,27,
312,125.3,550.4,114.5,233,1102,27,
313,127.3,559.2,114.4,234,1104,27,
314,129.3,568.1,113.7,238,1119,27,
315,132.3,581.2,115.7,226,1077,27,
316,134.3,589.8,115.7,226,1077,27,
317,136.3,598.3,115.8,225,1075,27,
318,138.3,607.0,116.4,222,1063,27,
319,140.3,615.8,115.7,226,1077,27,
320,143.3,629.0,114.9,231,1094,26,
321,145.3,637.6,114.9,231,1094,26,
322,147.3,646.4,115.0,230,1092,27,
323,149.3,655.2,113.9,237,1115,27,
324,151.3,664.2,114.1,236,1110,27,
325,154.3,677.1,114.7,232,1098,27,
326,156.3,685.8,115.8,225,1075,27,
327,158.3,694.5,114.7,232,1098,28,
328,160.3,703.2,114.7,232,1098,27,
